article_text,paragraphs,article,n_characters,news_site,article_text_eng
"A magyar álláspont a kezdetektől fogva világos volt: Magyarország nem fogadja el a jogállamisági kritériumok pénzügyi alapokhoz kapcsolását. A jogállamisági vita nem más, mint ideológiai vádaskodás, konkrét pénzügyi következményekkel. Kovács István kiemelte, hogy a vétó kapcsán sok ferdítés van: nem igaz, hogy a magyar vétó miatt leáll az EU működése, és nem igaz, hogy hazánk uniós forrásoktól esik el.",4,18,405,Origo,"The Hungarian position was clear from the outset: Hungary does not accept the linking of the rule of law criteria to financial bases. The rule of law debate is an ideological accusation with concrete financial consequences. Kovács István stressed that there are many distortions in connection with the veto: it is not true that the EU will stop working because of the Hungarian veto, and it is not true that our country will fall from EU funds."
"Kurucz Orsolya, a Központ európai uniós kutatócsoportjának projektvezető-helyettese hangsúlyozta, hogy a többéves pénzügyi keret a tagállami befizetésekből áll össze, tehát nem uniós adományról van szó. Kiemelte azt is, hogy a hét elején megrendezett EU-s nagyköveti egyeztetésen Magyarország jogi értelemben nem vétózott, csak jelezte a vétószándékát, ahogy nem került sor hivatalos szavazásra sem a jogállamisági rendelettervezetről.",5,18,435,Origo,"Orsolya Kurucz, Deputy Project Manager of the Centre's European Union Research Group stressed that the multiannual financial framework consists of contributions from the Member States, so it is not a Union donation. He also stressed that at the EU Ambassador meeting held earlier this week, Hungary did not veto in legal terms, only indicated its intention to veto, and no formal vote took place on the draft regulation on the rule of law."
"Kurucz Orsolya hangsúlyozta, hogy az uniós tagállamoknak a kompromisszumért kell dolgozniuk az előttünk álló hetekben. Álláspontja szerint a pénzügyi alapokhoz nem kapcsolódhat olyan eljárás, mely akár egy tagállamot is politikai alapon a nemzeti érdekei szempontjából fontos területen más útra akarja kényszeríteni. A lehetséges kompromisszum formáját illetően szóba jöhet egy, a rendelethez csatolt jegyzőkönyv, melyben rögzítik, hogy a rendelet nem érintheti a tagállamok nemzeti szuverenitását és nem befolyásolhatja az EU-intézmények és a tagállamok erőviszonyainak egyensúlyát. Az is felmerült lehetőségként, hogy ne 2021. január 1., hanem a következő időszak félidei felülvizsgálatának időpontja legyen a rendelet hatályba lépésének időpontja. A téma a decemberi állam- és kormányfői találkozón is napirendre kerül, így van remény, hogy a megoldás kikristályosodik, és 2021. január 1-jén elindulhatnak a pénzügyi alapok.",6,18,927,Origo,"Orsolya Kurucz stressed that EU Member States must work for a compromise in the weeks ahead. In its view, financial funds cannot be linked to a procedure that seeks to impose a Member State on a political basis in an area important for its national interests. As regards the form of a possible compromise, a protocol annexed to the regulation stating that the regulation should not affect the national sovereignty of the Member States and should not affect the balance of power between the EU institutions and the Member States. It was also possible that the date of the mid-term review of the following period, not 1 January 2021, should be the date of entry into force of the regulation. The theme will also be on the agenda of the Heads of State or Government meeting in December, so there is hope that the solution will be crystallised and that financial funds will be launched on 1 January 2021."
"Kérdésre válaszolva Kovács István kiemelte, hogy várakozásai szerint a jogállamisági konfliktus velünk marad az elkövetkező években. A konfliktus feloldása az lehet, hogy nem erőltetik rá egyes tagállamok a véleményüket másokra. Ehelyett arra kell az Uniónak koncentrálnia, amiben egyetértés van: a közös kül- és biztonságpolitika megteremtése, a világjárvány megfékezése vagy az eurozóna előtt álló kihívások kezelése.",7,18,419,Origo,"In response to a question, István Kovács stressed that he expects the conflict of the rule of law to remain with us in the coming years. Resolving the conflict may be that some Member States do not impose their views on others. Instead, the Union must focus on what is agreed: establishing a common foreign and security policy, curbing the pandemic or addressing the challenges facing the euro area."
"Sok évtizednyi keleti, kommunista önkényt válthat fel egy nyugati, európai uniós önkény az EU-támogatások kritériumokhoz kötésével - mondta Deutsch Tamás, a Fidesz-KDNP európai parlamenti (EP-) delegációvezetője a Kossuth Rádió Vasárnapi Újság című műsorában.",1,19,259,Origo,"Tamás Deutsch, Head of Delegation of the European Parliament (EP) of Fidesz-KDNP said on Kossuth Radio's Sunday Newspaper."
"Köszönjük szépen! Mi sem a keleti, sem a nyugati önkényből nem kérünk - jelentette ki Deutsch Tamás, aki hangsúlyozta, hazug és bosszantó módon a jogállamiság kifejezése mögé bújva akarják a lengyelekre és a magyarokra kényszeríteni például a bevándorlókat, valamint az azonos neműek házasságának elismerését. Kiemelte, ",2,19,320,Origo,"Thank you very much. “We do not ask for any of the Eastern or Western arbitrary, “said Tamás Deutsch, who stressed that they want to immigrants, for example, to hide behind the expression of the rule of law, to immigrants and the recognition of same-sex marriages. He highlighted,"
"a tagállamok egyenjogúságának alapvető feltétele, hogy a legfontosabb kérdésekben mindenkinek a véleménye számít, mindenki érdekeire, szempontjaira oda kell figyelni ",3,19,166,Origo,"the fundamental condition of the equality of the Member States is that the opinion of everyone is important on the most important issues, attention should be paid to the interests and aspects of everyone"
"Az Európai Unió nemzetállamok hatékony együttműködési mechanikájára épült fel, és a siker záloga csak az lehet, ha erről az útról nem tér le - jelentette ki a politikus, hozzátéve, az unió alapszerződésében nem véletlenül szerepel az a megoldás, hogy a legfontosabb döntéseket teljes egyetértéssel kell meghozniuk a tagországok állam- és kormányfőinek.",4,19,352,Origo,"The European Union is built on the effective cooperation mechanism of nation states, and the key to success can only be if it does not depart from this path,” said the politician, adding that it is not by chance that the EU's treaty contains the solution to make the most important decisions in full agreement by the Heads of State or Government of the Member States."
"Deutsch Tamás szerint, így ha valaki vétót emel, az nem csinál mást, mint él azon jogával, hogy jelzi: nincs meg a teljes egyetértés. Úgy fogalmazott, sokan remélték, hogy ""kimondott vagy ki nem mondott zsarolásokkal, nyomásgyakorlásokkal"" jobb belátásra lehet bírni a lengyel és a magyar kormányfőt, ők azonban nem engedtek ennek.",5,19,331,Origo,"According to Thomas Deutsch, so if a person raises a veto, he does nothing but exercise his right to indicate that there is no full agreement. He said that many hoped that “extortion and pressure” could lead the Polish and Hungarian Heads of Government to a better view by means of pronounced or unspoken extortion, but they did not give in to this."
"A politikus megjegyezte, az unió hétéves keretköltségvetéséhez és 750 milliárd eurós újjáépítési alapjának elkezdéséhez megegyezésre kell jutni, tehát lesz megegyezés, bármennyire is harcoskodnak most sokan. Aláhúzta ugyanakkor, ",6,19,229,Origo,"The politician noted that an agreement must be reached for the EU's seven-year framework budget and the start of the €750 billion reconstruction fund, so there will be an agreement, no matter how many people are fighting now. He underlined, at the same time,"
"a magyar és a lengyel vétó nem kerülhető meg, mert a lengyel és magyar polgárok nem tudnak elfogadni olyan uniós döntéseket, amelyek alapján a brüsszeli bürokrácia kénye-kedve szerint a tagországokra erőltetheti a bevándorlók kötelező befogadását. ""Mi nemet mondunk a bevándorlásra, és nincs az az isten"", aminek hatására az Európai Unió politikai vagy anyagi kényszerrel, zsarolással, fenyegetéssel meg tudná változtatni ezt az álláspontot - mondta a Fidesz EP-képviselője.",7,19,474,Origo,"the Hungarian and Polish vetos cannot be circumvented, because Polish and Hungarian citizens cannot accept EU decisions to force the compulsory inclusion of immigrants on member countries in the sense of the Brussels bureaucracy. “We say no to immigration, and there is no god”, which will cause the European Union to change this position through political or material coercion, blackmail and threats, said the MEP Fidesz."
"Deutsch Tamás szerint az európai országok Magyarország kivételével feltették a kezüket, amikor tömeges illegális bevándorlóáradat indult a kontinens felé, sőt ""vannak olyan kibicek, élükön Soros Györggyel, akik egyenesen üdvösnek tartják ennek a folyamatnak az erősítését"". Magyarország elsőként, de már nem egyedüliként mondott nemet erre, és azóta azt kell hallgatnia, hogy jogellenesen akarja megakadályozni a bevándorlók belépését - mondta.",8,19,444,Origo,"According to Tamás Deutsch, European countries, with the exception of Hungary, raised their hands when a massive illegal flow of immigrants began to move towards the continent, and “there are cybicycles headed by George Soros, who consider strengthening this process to be salutable”. Hungary was the first, but no longer the only one who said no to this, and since then he has to listen to the fact that he intends to unlawfully prevent immigrants from entering, he said."
"A kormánypárti politikus beszélt arról is, ",9,19,43,Origo,The pro-government politician also spoke
"az alaptörvény a magyar társadalom elsöprő többségének értékválasztása alapján nem teszi lehetővé azonos neműek házasodását, ",10,19,125,Origo,"the basic law does not allow same-sex marriage based on the choice of value of the overwhelming majority of Hungarian society,"
"így ha az Európai Unió hozna egy ezzel ellentétes irányelvet, akkor büntetéseket is kiszabhatna az országra, arra hivatkozva, hogy Magyarország nem tartja be a jogállamisági szabályokat. Megjegyezte, az EU-ban van szándék az azonos neműek házasságának elismertetésére, korábban Cseh Katalin, a Momentum EP-képviselője is ezzel a céllal kampányolt.",11,19,347,Origo,"so if the European Union were to adopt a directive to the contrary, it could also impose penalties on the country, claiming that Hungary is not complying with the rules of the rule of law. He noted that there is an intention in the EU to recognise same-sex marriage, and Katalin Cseh, the MEP representative of Momentum also campaigned for this purpose."
"Soros György továbbra is minden erővel rá akarja kényszeríteni Európára a bevándorlást, a brüsszeli politikusok és bürokraták pedig segítenek neki - mondta Hollik István, a Fidesz kommunikációs igazgatója hétfőn Facebook oldalán közzétett videónyilatkozatában.",1,20,260,Origo,"George Soros continues to force immigration on Europe with all his might, and Brussels politicians and bureaucrats help him, said Hollik István, Communications Director of Fidesz in a video statement published on his Facebook page on Monday."
"Hollik István felidézte, hogy nemrég az unióban egy konferenciát tartottak a bevándorlásról.",2,20,92,Origo,István Hollik recalled that a conference on immigration was held recently in the Union.
"Az ott elhangzottak jól mutatják, hogy hiába az elmúlt évek szörnyű terrorcselekményei, az európai közbiztonság drámai romlása a brüsszeli bürokraták és politikusok továbbra is támogatják és ösztönöznék a bevándorlást - hívta fel rá a figyelmet a kormánypárti politikus.",3,20,270,Origo,"The pro-government politician pointed out that even though the terrible acts of terrorism in recent years, the dramatic deterioration of public security in Europe, bureaucrats and politicians in Brussels continue to support and encourage immigration."
"Hollik István nyilatkozatában - amelyben Ursula von der Leyen, az Európai Bizottság elnöke és David Sassoli, az Európai Parlament elnöke kijelentéseit is idézik - azt mondta: Brüsszelben nincs változás. Egyértelmű, hogy Soros György továbbra is minden erővel rá akarja kényszeríteni Európára a bevándorlást, és ebben a brüsszeli politikusok és bürokraták segítenek neki - emelte ki a kormánypárti képviselő.",4,20,407,Origo,"In a statement by István Hollik, citing the statements of the President of the European Commission Ursula von der Leyen and President of the European Parliament David Sassoli, he said that there is no change in Brussels. It is clear that George Soros still wants to impose immigration on Europe with all his might, and Brussels politicians and bureaucrats are helping him in this, the pro-government MP pointed out."
"A magyar miniszterelnök uniós vétója éppen arról szól, hogy nem vagyunk hajlandóak elfogadni, hogy ránk kényszerítsék a bevándorlók befogadását - hangsúlyozta.",5,20,159,Origo,"The Hungarian Prime Minister's EU veto is about the fact that we are not willing to accept immigrants being forced into us, he stressed."
"A Fidesz kommunikációs igazgatója közölte: most itt vagyunk egy járványügyi helyzet kellős közepén, ilyenkor nem több bevándorlóra, hanem több segítségre van szükség az Európai Unió részéről.",6,20,191,Origo,"Fidesz's Director of Communications said that we are now in the middle of an epidemiological situation, and we need more help from the European Union, not more immigrants."
"Az Európai Parlament által kizsarolt, de a tagállamok között teljes körű egyetértésre nem találó változattal szemben a korábbi, konszenzusos megállapodás kereteihez kell visszatérni – mondta Deutsch Tamás a Magyar Nemzetnek adott interjúban az uniós költségvetési patthelyzettel kapcsolatban. A Fidesz–KDNP európai parlamenti delegációjának vezetője szerint a helyzet olyan, mintha a befőtt akarná eltenni a nagymamát: nem az Európai Bizottság, az uniós parlament vagy éppen az Európai Bíróság hozta létre a tagállamokat, éppen fordítva történt. A Fidesz-alapító Manfred Weber friss kritikájára is reagálva azt is elmondta: az Európai Néppárt tagjainak zöme továbbra is párbeszéd útján rendezné a magyar kormánypárttal fennálló véleménykülönbségeket.",1,21,750,Origo,"Contrary to the version that was extorted by the European Parliament, but which cannot be fully agreed between the Member States, it is necessary to return to the framework of the previous consensus agreement — Deutsch Tamás told Magyar Nation in an interview on the EU budget stalemate. According to the head of the Fidesz—KDNP delegation to the European Parliament, the situation is like putting away the compote: it was not the European Commission, the EU Parliament or the European Court of Justice that created the Member States, but the other way around. In response to the recent criticism of Manfred Weber, Fidesz founder said that most of the members of the European People's Party would continue to settle their differences with the Hungarian government party through dialogue."
"Manfred Weber kijelentéséről, miszerint ha az igazságszolgáltatás függetlensége és a média szabadsága is maradéktalanul megvalósul Magyarországon, a kormánynak nincs félnivalója a jogállamisági feltételrendszertől Deutsch Tamás úgy fogalmazott; a Gestapo és az ÁVH is ugyanezt mondta: akinek nincs takargatnivalója, annak nincs félnivalója. De nagyon is jól emlékszünk arra, hogy a valóságban önkényes politikai döntések alapján bárkit, bármikor, bármiért meg lehetett büntetni.  Már az is ijesztő, hogy a jogállamiság címszó köntösébe bújtatott elfogult, a kettős mércét rendszerszerűen alkalmazó eljárások az elmúlt években mindennapos gyakorlattá váltak az Európai Unióban. Most ezt akarják megfejelni egy olyan rezsimmel, amiben önkényes politikai döntések alapján lehet majd megbüntetni egyes országokat. 2015 óta mindenáron azt akarják elérni, hogy ne adjanak pénzt, sőt büntessék is meg azokat az országokat, amelyek nemet mondanak a bevándorlásra. Ezért most új eszközt találtak ki a zsarolásra. ",2,21,1004,Origo,"Manfred Weber's statement that if the independence of the judiciary and the freedom of the media are fully implemented in Hungary, the government has no fear of the rule of law conditionality, Tamás Deutsch said; the Gestapo and ÁVH said the same: who has no to hide, there is nothing to fear. But we remember very well that, in reality, anyone could be punished, at any time, for anything, on the basis of arbitrary political decisions. It is even frightening that biased procedures, which systematically apply double standards, in recent years, have become a common practice in the European Union. This is what they want to overhead with a regime in which certain countries can be punished on the basis of arbitrary political decisions. Since 2015, they have been trying at all costs not to give money and even punish countries that say no to immigration. So now they've invented a new means of blackmail."
"Brüsszelben mostantól csak az az ország lehet „jogállam"", amelyik beengedi a bevándorlókat. ",3,21,92,Origo,"From now on, only the country that allows immigrants in can be the 'rule of law' in Brussels."
"Magyarország számára mindez elfogadhatatlan. Ahogy eddig, úgy a jövőben is a lehető leghatározottabban nemet mondunk az ideológiai mániáktól vezetett, önkényes és megalapozatlan támadásokra. Manfred Weber nyilatkozatához még annyit érdemes hozzátenni, hogy az egyik legutóbbi néppárti frakcióülésen ő maga is elismerte, hogy a Sargentini-jelentés állításai nem állnák meg a helyüket a bíróság előtt. Jó reggelt kívánunk! Hát persze hogy nem, hiszen az a politikai pamflet hemzseg a hazugságoktól. Kár, hogy Weber ezt a jelentést 2018-ban megszavazta. És itt nem az Európai Parlament egy jelentéktelen politikai nyilatkozatáról beszélünk, hanem a Magyarországgal szembeni hetes cikkely szerinti eljárás alapját jelentő dokumentumról! Ezek után mi mást is mondhatnánk, köszönjük szépen, de a hazug Sargentini-jelentést megszavazó politikusoktól nem fogadunk el leckét jogállamiságból sem.",4,21,886,Origo,"This is unacceptable for Hungary. As we have so far, we will continue to say no to arbitrary and unfounded attacks of ideological mania in the strongest possible terms. It is worth adding to Manfred Weber's statement that at one of the most recent EPP meetings, he himself admitted that the statements of the Sargentini report would not stand in court. Good morning. Of course not, because that political pamphlet is teeming with lies. It is a pity that Weber voted for this report in 2018. And we are not talking here about an insignificant political statement from the European Parliament, but about the document that constitutes the basis for the procedure under Article 7 against Hungary! What else can we say, thank you very much, but we are not taking lessons from the politicians who voted for the lying Sargentini report, either in the rule of law."
"Az Európai Parlament határozottan kiáll a jogállamisági kondicionalitás mellett, annak ellenére, hogy a tagállamok között nincs egyhangúság a kérdésben, az EP  pedig egyre nagyobb szeletet akar magának a tortából. Deutsch Tamást mindez, ahogy fogalmaz, a szánalmas valóságshow-kban levitézlett celebek cicaharcára emlékezteti, ahogy az Európai Parlament presztízsküzdelmet folytat a tagországokat képviselő uniós intézménnyel, a tanáccsal szemben. ",5,21,448,Origo,"The European Parliament is firmly in favour of the rule of law conditionality, despite the lack of unanimity between Member States on this issue, and the EP wants a growing slice of the cake. This reminds Thomas Deutsch, as he puts it, of the cat fight of celebrities valiant in pathetic reality shows, as the European Parliament is engaged in prestige trade against the EU institution representing the Member States, the Council."
"Az európai parlamenti diskurzus színvonala Orwell Állatfarmját idézi, ahol azt mondjak: „négy láb jó, két láb rossz"". ",6,21,118,Origo,"The standard of the discourse in the European Parliament quotes Orwell's Animal Farm, where I say 'four feet good, two feet bad. '"
"Azaz csak az uniós hatáskörök bővítése a jó, a tagállami szuverenitás rossz. Mára sajnos odáig jutottunk, hogy az EP többsége a tagállamokban, a nemzetállamokban látja az európai fejlődés elsőrendű akadályát. Ez a helyzet olyan, mintha a befőtt akarná eltenni a nagymamát: nem az Európai Bizottság, az uniós parlament vagy éppen az Európai Bíróság hozta létre a tagállamokat, alapította meg mondjuk Németországot, Hollandiát vagy bármely más országot, hanem éppen fordítva történt. Az európai nemzetállamok hozták létre az Európai Uniót, és bíztak hatásköröket az uniós intézményekre. Szóval két láb is jó, négy láb is jó!",7,21,622,Origo,"That is, only the expansion of EU competences is good, and the sovereignty of the Member States is bad. Unfortunately, we have come to the point that the majority of the EP sees the primary obstacle to European development in the Member States, in the nation states. This situation is like compote trying to put away grandma: it was not the European Commission, the EU Parliament or the European Court of Justice that created the Member States, whether Germany, the Netherlands or any other country, but the other way around. The European nation states created the European Union and entrusted powers to the EU institutions. So two feet are good, four feet are good!"
"Arra a kérdésre, hogy sikerülhet-e áttörést elérni a decemberi uniós csúcstalálkozón, vannak-e életképes kompromisszumok az asztalon, Deutsch Tamás azt mondta, szerinte a helyzet egyáltalán nem bonyolult, hiszen az állam- és kormányfőknek júliusban egyszer már sikerült megállapodniuk. ""Ha visszaemlékszünk, a nyári uniós csúcs előtt sokkal pesszimistábbak voltak a várakozások, mint most, hiszen akkor a keretköltségvetést, a helyreállítási alapot és a jogállamisági feltételességet illetően is nagyon távol álltak egymástól az álláspontok. Ráadásul az is tudvalevő, hogy az unió hagyományosan lassan reagál az akkora kihívásokra, mint amilyet az új koronavírus-járvány súlyos gazdasági hatásai jelentenek. Az előzetes sopánkodó hangok ellenére júliusban azonban mégis minden kérdésre kiterjedő, átfogó megállapodás született. ",8,21,828,Origo,"On the question of whether a breakthrough can be achieved at the December EU Summit, if there are viable compromises on the table, Tamás Deutsch said that he thought the situation was not at all complicated, as the Heads of State and Government had already reached an agreement in July. “If we recall, the expectations before the summer EU summit were much more pessimistic than they are now, since the positions on the framework budget, the recovery fund and the conditionality of the rule of law were very distant. In addition, it is also known that the Union has traditionally been slow to respond to such challenges as the serious economic effects of the new coronavirus epidemic. However, in spite of the preliminary growling voices, a comprehensive agreement was reached in July on all issues."
"Az Európai Parlament viszont megtámadta az Európai Tanács döntését, és zsarolni kezdte a tagállamokat. ",9,21,103,Origo,"In turn, the European Parliament challenged the decision of the European Council and began to blackmail the Member States."
"Elképesztő és elfogadhatatlan, hogy az EP négy hónapnyi időhúzása és folyamatos zsarolása után egyes frakcióvezetők most arról beszélnek, hogy Magyarország és Lengyelország akarna zsarolni a vétójával. A képlet tehát egyszerű: az Európai Parlament által kizsarolt, de az Európai Tanácsban teljes körű egyetértésre nem találó változattal szemben a korábbi, konszenzusos megállapodás kereteihez kell visszatérni!",10,21,410,Origo,"It is amazing and unacceptable that, after four months of time and continuous blackmail from the EP, some faction leaders are now talking about Hungary and Poland wanting to blackmail with their veto. The formula is therefore simple: it is necessary to return to the framework of the previous consensus agreement, as opposed to the version that was extorted by the European Parliament, but which cannot be fully consulted in the European Council."
"Láthatjuk, hogy a vétókat követően forrnak az indulatok az EU-ban. Most épp svéd baloldali politikusok vizionálnak Magyarország és Lengyelország nélküli uniót, miközben olyan vélemények is vannak, hogy a hetes cikkely szerinti eljárások előrenyomása lehet majd a „szankció"" Budapest és Varsó ellen. Kell tartani ilyen, büntető jellegű forgatókönyvektől?",11,21,353,Origo,"We can see that after vetos, there is a boiling of passion in the EU. Now Swedish left-wing politicians are visioning a union without Hungary and Poland, while there are also opinions that the “sanction” against Budapest and Warsaw will be the advancement of Article 7 procedures. Should I be afraid of such criminal scenarios?"
"""A szög már jóval korábban kibújt a zsákból. A fenyegetés és nyomásgyakorlás nem most, a vétót követően fog elkezdődni, épp ellenkezőleg, már évek óta tart! - mondta Deutsch Tamás azzal kapcsolatban, hogy vannak olyan baloldali politikusok az EU-ban, akik büntetnék Magyarországot és Lengyelországot különböző szankciókkal.  ""A magyar parlament 2010 óta hiába alkot az uniós normákkal és jogelvekkel összhangban álló törvényeket, azokat Brüsszelből mégis szinte egytől egyig megtámadják. Kitűnő példa minderre az alaptörvényünk 2011-es elfogadása és az ezt ért durva uniós támadások, amelyek gyakorlatilag az ország alkotmányos szuverenitását kérdőjelezték meg. Mi soha nem kezdtünk bele más országokat megtámadó ideológiai vitákba például arról, hány uniós országban nincs is alkotmánybíróság vagy éppen melyik tagállami kormányok utasíthatják közvetlenül az ügyészséget. Mostanra mégis ott tartunk, hogy mások akarják megmondani nekünk, magyaroknak, hogyan is alakítsuk az életünket. Olvastam a napokban Navracsics Tibor írását arról, hogy az Európai Unió miért is nem Szovjetunió. Az Európai Uniót viszont igenis sokan akarják egy európai birodalommá átalakítani.",12,21,1166,Origo,"“The nail came out of the bag much earlier. The threat and pressure will not begin now, after the veto; on the contrary, it has been going on for years! - said Tamás Deutsch regarding the fact that there are left-wing politicians in the EU who would punish Hungary and Poland with various sanctions. “Since 2010, even though the Hungarian Parliament has established laws that are consistent with EU standards and legal principles, they are being attacked almost one by one from Brussels. An excellent example of this is the adoption of our fundamental law in 2011 and the rough EU attacks, which practically questioned the constitutional sovereignty of the country. We have never started ideological debates against other countries, for example, about how many EU countries do not have a constitutional court or which governments of the Member States can direct the prosecutor's office. Yet we are now at the point where others want to tell us Hungarians how to shape our lives. I read Tibor Navracsics a few days ago about why the European Union is not a Soviet Union. However, many people want to transform the European Union into a European empire."
"Európai Egyesült Államokat akarnak, ahol nem a nemzetek döntenek szabadon a jövőjükről, hanem a birodalmi központban határozzák meg, kinek és mit szabad. Ezért mondom azt következetesen, hogy sem a keleti, sem pedig a nyugati önkényből nem kérünk!""",13,21,248,Origo,"They want a United States of Europe, where it is not the nations that decide their future freely, but the imperial center that determines who and what is allowed. That is why I consistently say that we do not ask for any of the eastern or western arbitrary.”"
"Az uniós szerződésekben egyértelműen meghatározottak szerint a tagállamok maguk dönthetnek a családjogi szabályozás kérdéseiben, ez az ő hatáskörük. Most mégis ennek a megváltoztatására indítottak genderideológia vezérelte kísérleteket. Magyarországon, ahogy eddig, úgy a jövőben is mindenki abba lehet szerelmes, akibe csak akar: nő lehet nőbe, nő lehet férfiba, férfi lehet férfiba és férfi lehet nőbe.",14,21,404,Origo,"As clearly defined in the EU Treaties, Member States can decide on family legislation themselves, which is their competence. Yet attempts have now been launched to change this by genderideology. In Hungary, as before, everyone can fall in love with whoever they want: a woman can be a woman, a woman can become a man, a man can be a man and a man can be a woman."
"Hazánkban az azonos neműek szerelmének és akár életközösségének útjába nem áll akadály, sőt az azonos neműek intézményesített együttélésének formái is biztosítottak. A házasság viszont férfi és nő közötti, önkéntes elhatározás alapján létrejött életközösség, hiszen a magyarok elsöprő többsége ezt felfogást vallja. És mi, magyarok véletlenül sem támadjuk azokat az országokat, amelyek ettől eltérő állásponton vannak, ugyanis valamennyi tagállam szabadon dönthet ebben a kérdésben - mondta Deutsch Tamás a genderkérédsben egyre kiéleződő vitákról.",15,21,548,Origo,"In our country, there is no obstacle to same-sex love and even communion, and even forms of institutionalized co-existence of same-sex people are also ensured. Marriage, on the other hand, is a community of life between men and women, based on a voluntary determination, as the overwhelming majority of Hungarians believe this. And we Hungarians do not accidentally attack countries that have a different view, because all Member States are free to decide on this issue, said Tamás Deutsch about the growing debate in the Gender Care."
"Manfred Weber friss nyilatkozatában azt mondta, hogy ha nem lenne világjárvány, már kizárták volna a Fideszt az Európai Néppártból. ""Már megint azoknak lett igazuk, akik szerint nincs új a nap alatt. Hadd idézzek szó szerint néhány sort: „nevezett párttagok több alapvető kérdésben a párt politikájától eltérő nézeteket képviselnek, s ezeket különböző párton kívüli fórumon huzamosabb idő óta hangoztatják, terjesztik"". Ez a mondat bizony a kommunista állampárt, az MSZMP Központi Ellenőrző Bizottságának egy 1988-as közleményéből való, amelyet Bihari Mihály, Bíró Zoltán, Király Zoltán és Lengyel László MSZMP-ből történő kizárásakor adtak ki. Manfred Weber ezekben az időkben bajor középiskolásként, vígan élte a szabadság nyújtotta életet, míg Magyarországon számunkra ez még távolról sem volt adott. De az idézet akár egy Manfred Weber- vagy Donald Tusk-interjúból is lehetne, ugye?",16,21,886,Origo,"Manfred Weber said in his recent statement that if there were no pandemic, Fidesz would have been expelled from the European People's Party. “Again, those who say there is no new under the sun are right. Let me quote literally a few lines: “named party members represent different views on a number of fundamental issues from the policy of the party, and they have been proclaimed and distributed over a long period of time in various extra-party forums.” This sentence follows from a communication of the Central Control Committee of the MSZMP in 1988, issued when Mihály Bihari, Zoltán Bíró, Zoltán Király, and László Lengyel from MSZMP. In those times Manfred Weber lived the life of freedom as a Bavarian high school, while in Hungary it was not even remotely given to us. But the quote could be from a Manfred Weber or Donald Tusk interview, right?"
"Nem lenne szabad egy politikai közösségen belül meglévő véleménykülönbségeket a kommunista állampártéhoz hasonló módszerekkel „kezelni"".",17,21,136,Origo,Differences of opinion within a political community should not be 'handled' by methods such as communist sovereign price.
"Számomra lassan úgy tűnik, az az egyetlen szerencsénk, hogy az Európai Néppárt brüsszeli székházának pincéjében nincsenek fogdák, mert ellenkező esetben már rég ott találhattuk volna magunkat. A valóság azonban az, hogy a néppárt tagságának kétharmada továbbra is azon a véleményen van, hogy párbeszéd útján kell rendezni a nézetkülönbségeket. A dörgedelmes nyilatkozatok persze jól hangzanak úgy, ahogy az is, hogy a Fideszt tizennégy párt akarja kizárni a néppártból. Csak arról az apróságról feledkeznek el, hogy a kizárásunkat kezdeményező pártok szinte kivétel nélkül még csillagászati távcsővel is alig látható méretű, zömében liberális és a saját országukban ellenzéki helyzetben lévő, tehát a saját polgáraik által sem igen támogatott tömörülések. A politika márpedig a közbizalom megnyerésének és megtartásának a művészete. Ma a néppárton belül az vált gyakorlattá, hogy az elenyésző támogatottságú pártok kritizálják, ha másoknak otthon komoly támogatottságuk van, és elkezdenek velük szemben vádaskodva „populistázni"". Ez a fajta gondolkodás is hozzájárult ahhoz, hogy a pártcsalád az elmúlt tíz évben folyamatosan gyengült.",18,21,1135,Origo,"It seems to me that our only luck is that there are no detention centres in the basement of the headquarters of the European People's Party in Brussels, because otherwise we would have been there a long time ago. However, the reality is that two-thirds of the members of the People's Party remain of the opinion that differences should be resolved through dialogue. Of course, the rumbling statements sound good, as well as the fact that Fidesz wants to exclude fourteen parties from the People's Party. The only thing they forget is that the parties that initiated our exclusion are almost without exception, even with astronomical telescopes of barely visible size, mostly liberal and opposition positions in their own countries, which are not very supported by their own citizens. Politics is the art of winning and maintaining public confidence. Today, it has become a practice within the People's Party that parties with insignificant support criticise when others have strong support at home and begin to “populist” accusations against them. This type of thinking also contributed to the fact that the party family has been constantly weakening over the past ten years."
"Deutsch Tamás azt is elmondta, van-e valóságalapja annak,  hogy Weber akárcsak egykori bizottsági elnökaspiránsként, most az Európai Parlament elnökségéért folytatott kampányában használja ütőkártyának a magyarügyet. ""Webernek valóban vannak EP-elnöki ambíciói. Ne legyünk naivak, a jelenlegi „jogállamisági"" vitában ehhez komoly támogatókat remél az Európai Parlament baloldali frakcióitól. A hangzatos „jogállamisági"" megfontolásoknál csak a személyes hatalmi ambíciók lehetnek fontosabbak. És jól emlékezhetünk még arra, hogy",19,21,528,Origo,"Tamás Deutsch also said that there is a real basis for Weber to use the Hungarian issue as a trump card in his campaign for the presidency of the European Parliament, as well as a former committee president. “Weber does have EP presidential ambitions. Let us not be naive, in the current 'rule of law' debate, it is hoping for serious supporters from the left-wing factions of the European Parliament. Only personal power ambitions can be more important than sonorous “rule of law” considerations. And we can remember well"
