article_text,paragraphs,article,n_characters,news_site
"Nem tartom reálisnak, hogy a jogállamiság elvét teljesen kiiktassák az európai uniós pénzek felhasználásánál. Nem ez a megoldás.",7,11,128,24
"Ivan Korcok közölte, jelenleg az a veszély fenyeget, hogy az EU kénytelen lesz ideiglenes költségvetéssel gazdálkodni, és késni fog az újjáépítési alap forrásainak felhasználása is.",8,11,181,24
"Ez az utolsó, amire a mai helyzetben, a világjárvány idején szüksége van az EU-nak",9,11,82,24
– tette hozzá a külügyminiszter.,10,11,32,24
Kiemelt kép: Ivan Korcok / Facebook,11,11,35,24
"Az Európai Unió 2020 utáni hétéves pénzügyi keretét és a jogállamisági feltételrendszert illetően elért megállapodások lezártak, semmiképpen sem nyithatók meg újra – tudatta az Európai Parlament házbizottságaként működő Elnökök Értekezlete közleményében szerdán. Tájékoztatásuk szerint ennek értelmében az EP vezetői felkérik a tagállamok kormányainak képviselőiből álló Tanácsot, hogy fogadja el a csomagot, és mielőbb kezdje meg a ratifikációs folyamatot.",1,12,457,24
"Kiemelték: az Európai Parlament vezetése mélységesen sajnálja a késedelmet, amit a magyar és a lengyel kormány vétója okoz.",2,12,123,24
További engedményt nem fogunk tenni,3,12,35,24
– tették hozzá.,4,12,15,24
"Manfred Weber (kiemelt képünkön), az Európai Néppárt képviselőcsoportjának vezetője azt közölte, hogy a frakció szerdai megbeszélésén megerősítette teljes és egyöntetű támogatását a jogállamisági mechanizmus és az unió hosszú távú költségvetése mellett az EP és a Tanács megállapodása alapján. A Fidesz-KDNP európai parlamenti képviselői Twitter-üzenetükben ezzel szemben hangsúlyozták, hogy a vita során megerősítették támogatásukat a magyar kormány álláspontja mellett, viszont nem támogatták a jogállamisági mechanizmust a jelenlegi formájában. (A Fidesz tagságát 2019 tavaszán felfüggesztették a Néppártban, de képviselői a néppárti frakció tagjai maradtak.)",5,12,662,24
Kiemelt kép: MTI/EPA/Olivier Hoslet,6,12,35,24
"Olyan feltételekkel kötötték meg az EU új hétéves költségvetési tervét és a mentőalapot, amelyel veszélyesek és Magyarország számára elfogadhatatlanok – mondta Gulyás Gergely, Miniszterelnökséget vezető miniszter a kormányinfón. A magyar és a lengyel kormány a hét elején megvétózta az EU következő hétéves költségvetési tervezetét. Gulyás most azt magyarázta, mi az oka a vétónak.",1,13,381,24
"A magyar kormány értelmezése szerint Brüsszel azt tekinti mintaállamnak, aki beengedi a bevándorlókat.",2,13,102,24
"Magyarország elkötelezett a jogállam elve mellett, például a bíróságok függetlensége, a sajtó szabadsága mellett, és ezek összehasonlíthatatlanul állnak ma Magyarországon, mint a szocialista kormány alatt – fogalmazott Gulyás. Szerinte Magyarország a jogállami elveknek megfelelően működik 1990 óta.",3,13,299,24
Tőlünk a jogállamot félteni nem kell.,4,13,37,24
Két azonos tartalmú támadás történt tegnap és ma a kormánnyal szemben: Soros Györgytől és a magyar ellenzéktől – jelentette ki Gulyás. „Soros Györgytől semmilyen kioktatást nem fogunk elfogadni.”,5,13,195,24
"Magyarország kitart amellett, hogy kivel akarunk együtt élni és kivel nem, elutasítjuk-e a migrációt vagy sem.",6,13,110,24
Mindezek miatt Magyarország ebben a formában nem enged a zsarolásnak – húzta alá a miniszter.,7,13,93,24
"Szavai szerint a magyar gazdaság tartópillérei kellően erősek. Bár nagy lesz idén a gazdasági visszaesés és a költségvetési hiány, de jövőre már gazdasági növekedés lesz. Az államadósság jelentősen csökkent az elmúlt tíz évben, ezért most van miből hitelt felvenni. De az EU mentőalapjával Magyarország a kezdetektől nem értett egyet.",8,13,334,24
"Európai keretek között sem a költségvetés, sem a mentőalap elfogadására nincs lehetőség Magyarország  hozzájárulása nélkül – húzta alá a miniszter.",9,13,147,24
"Annak az esélye, hogy a mostani formájában az uniós költségvetés és a mentőalap hatályba lépjen, nulla – mondta Gulyás, hozzátéve, hogy a vétó már múlt idő, vétózott a magyar kormány.",10,13,183,24
"A magyar kormány abban érdekelt, hogy minél előbb pénzhez jussanak az államcsőd közelében lévő dél-európai tagállamok, ezért ha van olyan megoldás, amivel a jogállami feltételrendszer kikerülhető, akkor az támogatható számunkra – tette világossá Gulyás, hogy mihez köti a magyar kormány, hogy hozzájáruljon az uniós mentőcsomagba és költségvetésbe.",11,13,348,24
"A kormányinfón a vétón kívül is hangzottak el fontos információk, ezeket ebben a cikkben olvashatják:",12,13,101,24
Kiemelt kép: MTI/Balogh Zoltán,13,13,30,24
"Európának szembe kell szállnia Magyarországgal és Lengyelországgal címmel írt véleménycikket a Project Syndicate oldalára Soros György magyar származású üzletember. A cikk apropója az, hogy Magyarország és Lengyelosrzág blokkolták a 2021–2027-es EU-költségvetést, a pandémia utáni újjáépítési alap elfogadását, mivel nem értenek egyet azzal, hogy a támogatások felhasználását a jogállamisági alapok betartásához kösse az unió.",1,14,426,24
Soros György szerint,2,14,20,24
"bár a két ország a költségvetés legnagyobb kedvezményezettje, kormányaik határozottan ellenzik a jogállamiság feltételrendszerét, amelyet az EU az Európai Parlament javaslatára fogadott el. Tudják, hogy súlyos módon sértik a jogállamiságot, és nem akarják vállalni a következményeket.",3,14,284,24
"Mint írja: a jogállamiság nem egy nagyon elvont fogalom, ahogyan ez a két ország állítja, hanem egy olyan gyakorlati határ, amely korlátot jelent a személyes és politikai korrupció számára. A vétó szerencsejáték két olyan ország részéről, amely sorozatosan megsérti a jogállamiság szabályait — véli az üzletember.",4,14,313,24
"Soros úgy látja: a vétó egy eddig nem látott lépés, amellyel akkor kellett szembesülnie az EU-nak, amikor a koronavírus miatti haláleset száma jelentősen megugrott. Az üzletember értelmezése szerint azonban a jogállamisági feltételeket, az erről szóló rendeleteket már elfogadták.",5,14,280,24
"Ha nem születik megállapodás új költségvetésről, a régi, 2020 végén lejáró költségvetést évente meghosszabbítják. Magyarországnak és Lengyelországnak pedig nem fizetnének a költségvetésből, mert kormányaik megsértik a jogállamiságot.",6,14,233,24
"Hozzáteszi: a Next Generation EU elnevezésű helyreállítási alapot megerősített együttműködési eljárás alkalmazásával is meg lehetne valósítani, ahogyan ezt  Guy Verhofstadt javasolta. Ha az EU ezen az úton halad, akkor megkerülhető az Orbán-Kaczyński vétó. A kérdés azonban Soros szerint az, hogy az EU — Angela Merkel német kancellárral az élen — képes-e összeszedni a politikai akaratot.",7,14,389,24
"Elkötelezett híve vagyok az EU-nak, mint a jogállamiságra épülő nyitott társadalom mintájának. Magyar zsidó származású vagyok, különösképpen foglalkoztat a magyarországi helyzet, ahol több mint 30 éve aktív emberbarátként tevékenykedem. Orbán egy bonyolult kleptokratikus rendszert épített ki Magyarországon, hogy csupaszra rabolja azt. Nehéz megbecsülni, hogy mennyivel gazdagította családját és barátait, de sokuk rendkívül gazdag lett. Orbán most a COVID-19 új hullámát használja a magyar alkotmány és a választási törvény (ismételt) módosításához, hogy alkotmányos eszközökkel sáncolja el magát az egész életre szóló miniszterelnöki posztra. Ez tragédia a magyar emberek számára.",8,14,683,24
"Soros György néhány példát is hoz arra, hogy szerinte Orbán hogyan rabolja ki az országot:",9,14,90,24
"Hatalmas összegű állami pénzt utalt át számos magánalapítványnak, amelyeket közvetve irányít. Okos alkotmányos trükkel Orbán most végleg eltávolítja ezeket az eszközöket a nyilvánosság elől; kétharmados parlamenti többségre lenne szükség, hogy visszajuttassák őket a magyar néphez. Az érintett összegek közel 2,8 milliárd dollárt tesznek ki.",10,14,341,24
"Hozzáteszi: „csalárd tranzakciók sorozatában” az Orbánhoz közeli vállalatok több mint 16 000 lélegeztetőgépet vásároltak Magyarország nevében csaknem egymilliárd dollárért, messze meghaladva az intenzív ágyak és az őket működtető egészségügyi személyek számát.  A nemzetközi kereskedelmi adatok elemzése azt mutatja, hogy Magyarország fizetett a legtöbbet az EU-ban a Kínából érkező lélegeztetőkért, írja a filantróp.",11,14,417,24
"Ezen vállalatok egyike megrendelést kapott Szlovéniától is, amelynek főminisztere, Janez Janša Orbán szoros politikai szövetségese. Az Európai Csalás Elleni Hivatalnak (OLAF) meg kell vizsgálnia, hogy az EU-t megvezették-e. Kivizsgálást érdemel a közelmúltban kötött orosz oltóanyag ügyében kötött szerződés, amelyet Magyarország az első európai országként alkalmaz.",12,14,366,24
"Kiemeli: Orbán igyekszik elkerülni az elszámoltathatóságot ezekért az ügyekért és lépéseket tesz annak érdekében, hogy megakadályozza a 2019-es önkormányzati választások megismétlődését, amikor is a Fidesz elvesztette az irányítást Budapest és más nagyvárosok önkormányzata felett.",13,14,281,24
"Sőt, Orbán szinte teljes ellenőrzést gyakorol a vidék felett, ahol a lakosság többsége él. Ő ellenőrzi a kapott információkat, és sok faluban a szavazás nem titkos. Gyakorlatilag az ellenzék nem érvényesülhet. Csak az EU tud segíteni. Az uniós forrásokat például a helyi önkormányzatokhoz kell irányítani, oda, ahol Magyarországon továbbra is működő demokrácia van, ellentétben az országos szinttel. Az EU nem engedheti meg magának, hogy kompromisszumot kössön a jogállamisági rendelkezésekkel kapcsolatban. Az, hogy miként reagál az Orbán és Kaczyński által támasztott kihívásra, meghatározza, hogy nyitott társadalomként marad-e fenn, hűen ahhoz az értékhez, amelyre alapozták",14,14,678,24
— írja Soros György.,15,14,20,24
Kiemelt kép: Fabrice COFFRINI / AFP,16,14,35,24
"A román kormányfő az AFP-nek azt mondta, Magyarországnak és Lengyelországnak vissza kell vonulnia, mert vétójuk hátrányosan érinti az egész Európai Uniót. A Transindex szerint Ludovic Orban arról beszélt, hogy minden uniós – benne minden magyar – állampolgárnak érdeke a helyreállítási terv mielőbbi elfogadása.",1,15,311,24
"Mint mondta, az európai finanszírozás „a gazdasági talpraállás egyik alappillére”, bármilyen halasztása ront a polgárok életminőségén. A román miniszterelnök elvetette a magyar és lengyel érveket, szerinte",2,15,205,24
"a jogállamiság érvényesülése minden adófizetőnek biztosítékot jelent arra, hogy a pénzt korrekten költik el.",3,15,108,24
"Amikor az AFP a magyar kormányfő és az ő nevének hasonlósága miatti  félreértésekről kérdezte, Ludovic Orban azt mondta, az a lényeg, hogy tettei, döntései megkülönbeztessék őt.",4,15,177,24
"A román miniszterelnök a Politicónak is nyilatkozott, megismételve korábbi érveit, majd azt is jelezte, nem hisz abban, hogy bármelyik kormány is azt mondhatná saját állampolgárainak, blokkolni kell a gazdaság újjáépítését.",5,15,223,24
"Kiemelt kép: Ludovic Orban román miniszterelnök, a kisebbségben kormányzó Nemzeti Liberális Párt (PNL) elnöke bukaresti kampányközpontjuknál november 12-én. A parlamenti választásokat december 6-án tartják. MTI/EPA/Robert Ghement",6,15,229,24
"Ha nem lenne járvány, az Európai Néppárt (EPP) politikai gyűlése már döntött volna a Fidesz kizárásáról – nyilatkozta  a flamand De Standaardnak Manfred Weber, az EPP európai parlamenti frakcióvezetője. A Népszava által szemlézett nyilatkozatban Weber hozzáteszi, a pártcsaládban érlelődik a döntés, Orbán Viktor a vétója miatt folyamatosan veszít a támogatottságából.",1,16,368,24
"Mint ismert, Magyarország Lengyelországgal együtt az uniós támogatások kifizetését a jogállam érvényesítéséhez kapcsoló szabályok miatt blokkolja az Európai Unió következő hosszútávú költségvetéséről és helyreállítási alapjáról megszületett megállapodásokat.",2,16,258,24
"A másfél éve felfüggesztett Fidesz kizárását hónapokkal ezelőtt 14 tagpárt kezdeményezte, ami több mint elég ahhoz, hogy az Európai Néppárt döntésre vigye az ügyet. A szavazást azért nem tudják megejteni, mert a politikai gyűlést a Covid-19 nyomán bevezetett szigorítások miatt lehetetlen összehívni – emlékeztet a Népszava.",3,16,324,24
"A kérdésre, hogy a Fidesz elnökének mennie kell-e az EPP-ből, Weber azt mondta: Orbán még mindig bebizonyíthatja, hogy a megoldások híve, és üzent a magyar kormányfőnek:",4,16,169,24
"Azt üzenem neki: Ha azt állítod, hogy az igazságszolgáltatás független és a média szabad, akkor nincs semmi félnivalód. Kérlek, add a beleegyezésedet a megállapodásokhoz!",5,16,170,24
"Az interjúban a bajor politikus megerősítette, hogy a néppárti frakció nem hajlandó újratárgyalni a jogállami feltételrendszerről a kormányokkal kötött megállapodást.",6,16,166,24
"Figyelemre méltó ugyanakkor, hogy Weber az újságnak azt állította: ha a jogállami mechanizmus rendelkezéseinek megfelelően a kormányközi EU Tanácsban majd megszületik egy szankciós döntés a kifizetések felfüggesztéséről, akkor az érintett tagállam az Európai Bírósághoz fordulhat jogorvoslatért.",7,16,295,24
„,8,16,1,24
"A ZDF német közszolgálati csatornán volt terítéken a magyar és lengyel uniós vétó, a november 20-ai Heute Show című műsort a Telex szemlézte. Erős mondatok voltak a szatirikus műsorban, ahol a lengyel és a magyar vétó, illetve az azt alkalmazó politikusok komoly kritikát kaptak.",1,17,279,24
"Orbán Viktort például „füles gulyásnak” nevezték, aki „megvétózza a jogállamisági záradékot, és ezzel elismeri, hogy Magyarország nem jogállam”. Ezután Orbán lengyel kollégájára, Mateusz Morawiecki miniszterelnökre utalva azt mondja a brüsszeli tudósítót játszó színész: Orbán „a lengyel gengszter kollégájával” közösen zsarolja a teljes EU-t kihasználva a koronavírus miatti válságot.",2,17,385,24
"Az, amit Varsó és Budapest csinál az EU-val, az egyszerűen csak hányingerkeltő",3,17,78,24
– hangzott el a műsorban.,4,17,25,24
"A színész-álriporter ezután azzal folytatja, hogy Magyarországon megfélemlítik a kritikus médiát, Lengyelországban megszüntetik a független bíróságokat és a terhességmegszakítás jogát. Mindezt az EU kellős közepén.",5,17,214,24
"Ezután felvetődött, hogy trükkösen meg kéne szabadulni Magyarországtól és Lengyelországtól, és létrehozni a „Hülye Magyarok és Lengyelek Nélküli Európai Uniót.”",6,17,160,24
A műsor magyar felirattal itt nézhető meg.,7,17,42,24
Kiemelt kép: MTI/Miniszterelnöki Sajtóiroda/Benko Vivien Cher,8,17,61,24
"Szájer József a Hír TV-ben Bayer Zsolt vendégeként az EU-támogatások jogállamisági kritériumokhoz kötéséről azt mondta, Magyarországot kizárólag azért akarják büntetni, mert gyakorolja a jogait. A fideszes EP-képviselő a fideszes újságírónak arról beszélt, szerinte minden kultúrában más és más, mik a jogállami normák, így van német, brit és francia modell is.",1,18,361,24
"Szájer József szerint az ugyanakkor nem egyértelmű, mi a jogállam fogalma az EU-ban. Jelenleg az önkényes, a kettős mérce eszköze és egyben politikai furkósbot is.A fideszes EP-képviselő külön kitért rá, hogy az uniós alapszerződés egyenlő jogúként nevezi meg az egyes tagországokat, amelyeknek különféle jogaik vannak, szavazati- és vétójoguk is. Szerinte most Magyarországot azért akarják büntetni, mert él a jogaival. Az a pénz, amit megvétóztunk, valójában egy hitelfelvétel, nem a saját pénzünk.",2,18,500,24
"Szájer a helyreállítási alaphoz kötött jogállamisági feltételekről azt mondta, Magyarország korábban is jelezte nemcsak azt, hogy a jogállamiságot a politikai zsarolás eszközeivel ne kapcsolják össze, hanem azt is, nem jó, hogy Európa eladósítja magát a következő nemzedékek rovására. Magyarország jól kezelte a járványt, nekünk nincs szükségünk plusz forrásokra – tette hozzá.",3,18,377,24
"A kormánypárti politikus szerint csak azért, szolidaritásunk jeleként mentünk bele, hogy segítsük a déli országokat. Most viszont a gazdag uniós országok egyszerűen Magyarországra akarják fogni saját fukarságukat. Szájer József szerint ezek az országok hazánkkal akarják elvégeztetni azt a szívességet, hogy a vétójoggal élve nekik ne kelljen finanszírozni ezeket a hiteleket. Hozzátette: most az a narratíva, hogy a magyarok és a lengyelek akadályozzák, hogy a déli országok forrásokhoz juthassanak.",4,18,500,24
Kiemelt kép: HírTv /Bayer show   ,5,18,33,24
"Ahogyan korábban beszámoltunk róla, a ZDF német közszolgálati csatornán volt terítéken a magyar és lengyel uniós vétó, a november 20-ai Heute Show című szatirikus politikai műsorában. Az adásban egészen erős szavak hangzottak el, a magyar és a lengyel kormány viselkedését hányingerkeltőnek nevezték, Orbán Viktorról pedig azt mondták, azzal, hogy megvétózza a jogállamisági záradékot, „elismeri, hogy Magyarország nem jogállam”.",1,19,429,24
"A magyar miniszterelnököt egy ponton „füles gulyásnak” nevezték, ami a német nyelvben kevésbé jártas magyaroknak talán nem igazán érthető kifejezés, még ha sejteni lehet is, hogy nem éppen hízelgő Orbánra nézve.",2,19,211,24
"A „füles gulyás” ugyanis – ahogyan arra Péterfy Gergely író is felhívta a figyelmet Facebook-oldalán – egy olyan tükörfordítás, aminek jelentése sokkal inkább a hátsó fertály, mint a gasztronómia irányába mutat.",3,19,211,24
"Németül az Arsch mit Ohren kifejezés szó szerinti jelentése fenék fülekkel, azaz magyarul seggfej, seggarc. Egy tévéműsorban azonban nem illik és nem is olyan vicces bárkit direktben leseggfejezni, ám adta magát egy, az Arsch szóra kimondva egészen jól rímelő és még erős magyar kulturális vonatkozással is rendelkező szó, a Gulasch (gulyás). Így hangzott el a Heute Show-ban a Gulasch mit Ohren jellemzés, ami szó szerint ugyan valóban füles gulyást jelent, a műsor készítői azonban arra utaltak a szójátékkal, hogy véleményük szerint Orbán egy seggfej.",4,19,554,24
A műsor magyar felirattal itt nézhető meg.,5,19,42,24
"És hogy mi a műsor apropója? Az, hogy Orbán Viktor egészen rendkívüli tettet vitt véghez a héten az Európai Unióban: sikerült komolyabb válságot csinálnia, mint az, hogy az unió egyik tagállama hamarosan megegyezés nélkül hagyhatja el az EU-t. A magyarok és a lengyelek vétója ugyanis lesöpörte a brexitet a csütörtöki uniós csúcstalálkozó napirendjéről. Eredetileg úgy volt, hogy Michel Barnier brexit-főtárgyaló beszámol a tárgyalások jelenlegi helyzetéről, de ezt végül elvetették, a tájékoztatót a jövő hét elejére tolták, az EU-csúcs így kizárólag a költségvetési vétó kríziséről szól. Minderről itt olvashat bővebben:",6,19,623,24
Kiemelt kép: MTI/Miniszterelnöki Sajtóiroda/Fischer Zoltán,7,19,58,24
Napokon belül meghozzák a források felszabadításához vezető döntést az Európai Unió következő hétéves költségvetése és a koronavírus-világjárvány hatásainak ellensúlyozását szolgáló helyreállítási alap ügyében – mondta a német külügyminiszter kedden Berlinben.,1,20,260,24
"Teljesen biztos vagyok abban, hogy a következő napokban a többéves pénzügyi keret és a helyreállítási alap ügyében is meghozzuk a döntéseket, amelyek révén hozzáférhető lesz a pénz",2,20,180,24
"– közölte Heiko Maas az egyik legtekintélyesebb német közhasznú alapítvány, a Körber Alapítvány (Körber Stiftung) külpolitikai fórumán (Berlin Foreign Policy Forum 2020) a német, portugál és szlovén európai uniós tanácsi elnökségi trió külügyminisztereinek részvételével tartott pódiumbeszélgetésen az MTI tudósítása szerint.",3,20,325,24
"Mint mondta, az EU a járvány miatt olyan helyzetben van, amelyben „mindenkinek nagy felelősségtudatról kell tanúbizonyságot adnia”. A német soros elnökség azért dolgozik, hogy megszülessék a megállapodás, és az EU bebizonyítsa cselekvőképességét, tette hozzá.",4,20,259,24
"Hangsúlyozta, hogy nem lesz visszalépés az EU-s források jogállamisági feltételekhez kötésének ügyében. Mint mondta, a jogállamisági mechanizmust „nem lehet visszacsinálni és kivenni a kompromisszumból”.",5,20,203,24
"Hozzátette: biztos abban, hogy a járvány révén kialakult „nyomás miatt lehetséges a megoldás a decemberi tanácsülésig”, vagyis az EU-s állam-, illetve kormányfőket összefogó Európai Tanács december 10-én kezdődő, kétnaposra tervezett brüsszeli értekezletéig.",6,20,258,24
"Kifejtette: egyetért szlovén kollégájával, Anze Logarral, aki a beszélgetésen kiemelte, hogy az uniós tagállamok azért csatlakoztak a közösséghez, mert közös értékeik vannak és ugyanazon “modell” alapján rendezik be életüket.",7,20,225,24
"Ez a modell a „liberális demokrácia” modellje, amely a szabadság, a demokrácia, az emberi jogok és a jog uralmának értékén alapul, mondta a német külügyminiszter.",8,20,162,24
"Aláhúzta, hogy valamennyi tagállamnak „ragaszkodnia kell ehhez a modellhez”. Hozzáfűzte, hogy „nehéz tárgyalások” következnek még, amelyeket “nem viszünk ki a nyilvánosság elé, így nem is teszünk nyilvánosan javaslatokat”.",9,20,222,24
"Megoldásra van szükségünk, méghozzá hamarosan, amilyen gyorsan csak lehet, és meggyőződésem, hogy mindenki tudatában van a felelősségének, és hozzájárul a megoldás kidolgozásához a következő napokban",10,20,199,24
– mondta Heiko Maas.,11,20,20,24
"Augusto Santos Silva, az Európai Unió Tanácsának soros elnöki tisztségét Németország után, januártól betöltő Portugália külügyminisztere aláhúzta, hogy német kollégájának derűlátását osztva ugyancsak arra számít, hogy az Európai Tanács decemberi üléséig sikerül megoldást találni a hétéves költségvetés és a helyreállítási alap ügyére, és mindenekelőtt Angela Merkel kancellár tudásában, tapasztalataiban bízik.",12,20,411,24
"Kifejtette: úgy látja, hogy Magyarországnak és Lengyelországnak két ponton vannak fenntartásai, az egyik a jogbiztonság az uniós források felhasználásának folyamatában, a másik pedig a nemzeti szuverenitás tisztelete. Hangsúlyozta, hogy mindkét ügyben lehetséges kidolgozni mindenkinek elfogadható megoldást.",13,20,308,24
"A magyar és a lengyel kormány november 16-án jelezte, hogy a jogállamisági mechanizmus miatt nem lát lehetőséget az uniós költségvetés és a helyreállítási alap elfogadására.",14,20,173,24
"Deutsch Tamás a Magyar Nemzetnek azt mondta, szerinte Manfred Weber ugyanúgy érvelt, mint annak idején a Gestapo és az ÁVH, amikor arról beszélt, Orbán Viktornak nincs félnivalója a jogállamisági kritériumoktól, ha valóban szabad a sajtó és független az igazságszolgáltatás. Azért vonta ezt a történelmi párhuzamot, mert szerinte akkor is önkényes politikai döntések alapján büntettek meg bárkit, bármikor, bármiért, és most erre készül az Euró­pai Unió is.",1,21,457,24
"Az Európai Parlament fideszes képviselője szerinte az Európai Néppárt (EPP) parlamenti frakcióvezetőjének kritikái hiteltelenek, miután elismerte, a Sargentini-jelentés állításai nem állnák meg helyüket a bíróság előtt.",2,21,219,24
"Ezek után mi mást is mondhatnánk, köszönjük szépen, de a hazug Sargentini-jelentést megszavazó politikusoktól nem fogadunk el leckét jogállamiságból sem.",3,21,153,24
Deutsch az EU-támogatások jogállamisági kritériumokhoz kötése miatt még keményebben bírálta az Európai Parlamentet.,4,21,115,24
"A szánalmas valóságshow-kban levitézlett celebek cicaharcára emlékeztet, ahogy az Európai Parlament presztízsküzdelmet folytat a tagországokat képviselő uniós intézménnyel, a tanáccsal szemben. (…) Mára sajnos odáig jutottunk, hogy az EP többsége a tagállamokban, a nemzetállamokban látja az európai fejlődés elsőrendű akadályát. Ez a helyzet olyan, mintha a befőtt akarná eltenni a nagymamát: nem az Európai Bizottság, az uniós parlament vagy éppen az Európai Bíróság hozta létre a tagállamokat, alapította meg mondjuk Németországot, Hollandiát vagy bármely más országot, hanem éppen fordítva történt.",5,21,602,24
"Az interjúban a kormánypárti politikus azt mondta, nem a magyar és a lengyel vétó a zsarolás, valójában az Európai Parlament zsarolt, amikor megtámadta az Euró­pai Tanács júliusi megállapodását, és a megoldás is egyszerű lenne, ha visszatérnének ahhoz. Deutsch arra is emlékeztetett, ők soha nem támadtak más országokat ideológiai viták miatt. A genderügyben is csak azt vallják, amit a magyarok elsöprő többsége.",6,21,413,24
"A Fidesz esetleges kizárásáról az Európai Néppártból azt mondta, Manfred Weber és Donald Tusk nyilatkozataival ellentétben az EPP-tagság kétharmada valójában párbeszéd útján rendezné a vitákat, a Fideszt a pártcsaládon belül az elenyésző támogatottságú pártok kritizálják. Weber az Európai Parlament elnöke akar lenni 2022-ben, ehhez baloldali voksokat is remél, a „jogállamisági” megfontolásoknál személyes hatalmi ambíciói fontosabbak.",7,21,437,24
"Nagyon nehéz megoldásra jutni az Európai Unió következő hétéves költségvetése, a koronavírus-járvány okozta károk helyreállítását szolgáló alap és a források felhasználását feltételekhez kötő mechanizmus ügyében – mondta az Európai Unió Tanácsának soros elnöki tisztségét betöltő német kormány szóvivője pénteken Berlinben.",1,22,323,24
"Steffen Seibert tájékoztatóján arra a lengyel hírre vonatkozó kérdésre reagált, miszerint Angela Merkel kancellár és Mateusz Morawiecki lengyel kormányfő megbeszélést folytatott. Felidézte, hogy a kancellár a tagországi vezetőket összefogó Európai Tanács legutóbbi videokonferenciája után kifejtette, hogy további tárgyalások következnek Lengyelországgal és Magyarországgal.",2,22,374,24
"Ezek a tárgyalások „folyamatban vannak” – mondta a kormányszóvivő, hozzátéve, hogy nincs lehetősége részletek ismertetésére, azt viszont el tudja mondani, hogy a megoldás megtalálása „még nem megoldott, és nagyon nehéz” feladat.",3,22,228,24
Európában a sértegetések soha nem vezetnek valamennyi félnek kedvező eredményekre,4,22,81,24
"– mondta a kormányszóvivő arra a kérdésre, miként értékeli Angela Merkel, hogy a Fidesz soraiban a náci Németország államvédelmi hatóságához, a Gestapóhoz hasonlítják Manfred Webert, az Európai Néppárt európai parlamenti (EP-) frakcióvezetőjét.",5,22,244,24
"Azt látjuk, hogy nagyon nehéz megtalálni az EP és a tagállamok számára elfogadható utat",6,22,87,24
– tette hozzá Steffen Seibert.,7,22,30,24
"Kiemelte: Angela Merkel megítélése szerint egy „nagyon jó, és kiegyensúlyozott kompromisszum” alakult ki a soros német elnökség és az EP tárgyalásain a költségvetés és a helyreállítási alap forrásainak felhasználási feltételeit szabályozó mechanizmusról. Azonban további tárgyalásokat kell folytatni arról, hogy mi lehet a mindenkinek elfogadható megoldás.",8,22,356,24
"A magyar és a lengyel kormány november 16-án jelezte, hogy a források felhasználását jogállamisági feltételekhez kapcsoló mechanizmus miatt nem lát lehetőséget az uniós költségvetés és a helyreállítási alap elfogadására.",9,22,220,24
(MTI),10,22,5,24
"Egy héten belül immár másodszor egyeztet egymással személyesen Orbán Viktor magyar és Mateusz Morawiecki lengyel miniszterelnök. Az újabb munkaértekezletre hétfő este kerül sor Varsóban – tájékoztatta az MTI-t Havasi Bertalan, a miniszterelnök sajtófőnöke, megerősítve az erről szóló lengyel sajtóhíreket.",1,23,305,24
Lengyelországi sajtóorgánumoknak Piotr Müller kormányszóvivő elmondta: a mai kétoldalú megbeszélés célja további intézkedések megvitatása az EU-s költségvetési tárgyalások és a soron következő uniós csúcstalálkozó kapcsán.,2,23,222,24
"Többször is írtunk róla: Magyarország és Lengyelország addig nem mond igent az uniós költségvetés és a 750 milliárd eurós mentőcsomag elfogadására, amíg annak része egy olyan mechanizmus is, amivel a jogállami alapelveket megsértő országok pénzügyi támogatásait fel lehetne függeszteni.",3,23,286,24
"Múlt csütörtökön a két miniszterelnök közösen adott ki egy nyilatkozatot, ebben nemcsak azt írták le, mit gondolnak a vétó ügyéről, hanem arra is céloztak, mit gondolnak megoldásnak.",4,23,182,24
"Kiemelt kép: A Miniszterelnöki Sajtóiroda által közreadott képen Orbán Viktor magyar (j) és Mateusz Morawiecki lengyel kormányfő sajtótájékoztatót tart a Karmelita kolostorban 2020. november 26-án. Tárgyalásuk napirendjén az EU költségvetésének ügye szerepelt, ami ellen Magyarország és Lengyelország is vétót emelt amiatt, hogy az uniós pénzek felhasználását Brüsszel politikai feltételekhez akarja kötni. MTI/Miniszterelnöki Sajtóiroda/Fischer Zoltán",5,23,452,24
"A magyar gazdaság kapacitásának növekedésére 2021 második negyedévétől lehet számítani, ugyanis ekkor kezdik meg működésüket azok az új gépek, gépsorok, új technológiák, amelyeket a magyar vállalatok vásároltak meg a mostani nehéz időszakra reagálva kialakított beruházásösztönzési programban – mondta a külgazdasági és külügyminiszter kedden Budapesten az Országgyűlés gazdasági bizottságában",1,1,393,pestisracok
"Szijjártó Péter éves meghallgatásán közölte: a beruházásösztönzési program különböző elemeiben összesen 1338 magyar vállalat, 824 milliárd forintnyi beruházás megvalósítását vállalta, amelyhez a kormány 336 milliárd forintnyi támogatást adott.",2,1,243,pestisracok
A program 264 500 munkahely megvédéséhez járult hozzá,3,1,53,pestisracok
– tette hozzá.,4,1,14,pestisracok
