article_text,paragraphs,article,n_characters,news_site
"A magyar álláspont a kezdetektől fogva világos volt: Magyarország nem fogadja el a jogállamisági kritériumok pénzügyi alapokhoz kapcsolását. A jogállamisági vita nem más, mint ideológiai vádaskodás, konkrét pénzügyi következményekkel. Kovács István kiemelte, hogy a vétó kapcsán sok ferdítés van: nem igaz, hogy a magyar vétó miatt leáll az EU működése, és nem igaz, hogy hazánk uniós forrásoktól esik el.",4,18,405,Origo
"Kurucz Orsolya, a Központ európai uniós kutatócsoportjának projektvezető-helyettese hangsúlyozta, hogy a többéves pénzügyi keret a tagállami befizetésekből áll össze, tehát nem uniós adományról van szó. Kiemelte azt is, hogy a hét elején megrendezett EU-s nagyköveti egyeztetésen Magyarország jogi értelemben nem vétózott, csak jelezte a vétószándékát, ahogy nem került sor hivatalos szavazásra sem a jogállamisági rendelettervezetről.",5,18,435,Origo
"Kurucz Orsolya hangsúlyozta, hogy az uniós tagállamoknak a kompromisszumért kell dolgozniuk az előttünk álló hetekben. Álláspontja szerint a pénzügyi alapokhoz nem kapcsolódhat olyan eljárás, mely akár egy tagállamot is politikai alapon a nemzeti érdekei szempontjából fontos területen más útra akarja kényszeríteni. A lehetséges kompromisszum formáját illetően szóba jöhet egy, a rendelethez csatolt jegyzőkönyv, melyben rögzítik, hogy a rendelet nem érintheti a tagállamok nemzeti szuverenitását és nem befolyásolhatja az EU-intézmények és a tagállamok erőviszonyainak egyensúlyát. Az is felmerült lehetőségként, hogy ne 2021. január 1., hanem a következő időszak félidei felülvizsgálatának időpontja legyen a rendelet hatályba lépésének időpontja. A téma a decemberi állam- és kormányfői találkozón is napirendre kerül, így van remény, hogy a megoldás kikristályosodik, és 2021. január 1-jén elindulhatnak a pénzügyi alapok.",6,18,927,Origo
"Kérdésre válaszolva Kovács István kiemelte, hogy várakozásai szerint a jogállamisági konfliktus velünk marad az elkövetkező években. A konfliktus feloldása az lehet, hogy nem erőltetik rá egyes tagállamok a véleményüket másokra. Ehelyett arra kell az Uniónak koncentrálnia, amiben egyetértés van: a közös kül- és biztonságpolitika megteremtése, a világjárvány megfékezése vagy az eurozóna előtt álló kihívások kezelése.",7,18,419,Origo
"Sok évtizednyi keleti, kommunista önkényt válthat fel egy nyugati, európai uniós önkény az EU-támogatások kritériumokhoz kötésével - mondta Deutsch Tamás, a Fidesz-KDNP európai parlamenti (EP-) delegációvezetője a Kossuth Rádió Vasárnapi Újság című műsorában.",1,19,259,Origo
"Köszönjük szépen! Mi sem a keleti, sem a nyugati önkényből nem kérünk - jelentette ki Deutsch Tamás, aki hangsúlyozta, hazug és bosszantó módon a jogállamiság kifejezése mögé bújva akarják a lengyelekre és a magyarokra kényszeríteni például a bevándorlókat, valamint az azonos neműek házasságának elismerését. Kiemelte, ",2,19,320,Origo
"a tagállamok egyenjogúságának alapvető feltétele, hogy a legfontosabb kérdésekben mindenkinek a véleménye számít, mindenki érdekeire, szempontjaira oda kell figyelni ",3,19,166,Origo
"Az Európai Unió nemzetállamok hatékony együttműködési mechanikájára épült fel, és a siker záloga csak az lehet, ha erről az útról nem tér le - jelentette ki a politikus, hozzátéve, az unió alapszerződésében nem véletlenül szerepel az a megoldás, hogy a legfontosabb döntéseket teljes egyetértéssel kell meghozniuk a tagországok állam- és kormányfőinek.",4,19,352,Origo
"Deutsch Tamás szerint, így ha valaki vétót emel, az nem csinál mást, mint él azon jogával, hogy jelzi: nincs meg a teljes egyetértés. Úgy fogalmazott, sokan remélték, hogy ""kimondott vagy ki nem mondott zsarolásokkal, nyomásgyakorlásokkal"" jobb belátásra lehet bírni a lengyel és a magyar kormányfőt, ők azonban nem engedtek ennek.",5,19,331,Origo
"A politikus megjegyezte, az unió hétéves keretköltségvetéséhez és 750 milliárd eurós újjáépítési alapjának elkezdéséhez megegyezésre kell jutni, tehát lesz megegyezés, bármennyire is harcoskodnak most sokan. Aláhúzta ugyanakkor, ",6,19,229,Origo
"a magyar és a lengyel vétó nem kerülhető meg, mert a lengyel és magyar polgárok nem tudnak elfogadni olyan uniós döntéseket, amelyek alapján a brüsszeli bürokrácia kénye-kedve szerint a tagországokra erőltetheti a bevándorlók kötelező befogadását. ""Mi nemet mondunk a bevándorlásra, és nincs az az isten"", aminek hatására az Európai Unió politikai vagy anyagi kényszerrel, zsarolással, fenyegetéssel meg tudná változtatni ezt az álláspontot - mondta a Fidesz EP-képviselője.",7,19,474,Origo
"Deutsch Tamás szerint az európai országok Magyarország kivételével feltették a kezüket, amikor tömeges illegális bevándorlóáradat indult a kontinens felé, sőt ""vannak olyan kibicek, élükön Soros Györggyel, akik egyenesen üdvösnek tartják ennek a folyamatnak az erősítését"". Magyarország elsőként, de már nem egyedüliként mondott nemet erre, és azóta azt kell hallgatnia, hogy jogellenesen akarja megakadályozni a bevándorlók belépését - mondta.",8,19,444,Origo
"A kormánypárti politikus beszélt arról is, ",9,19,43,Origo
"az alaptörvény a magyar társadalom elsöprő többségének értékválasztása alapján nem teszi lehetővé azonos neműek házasodását, ",10,19,125,Origo
"így ha az Európai Unió hozna egy ezzel ellentétes irányelvet, akkor büntetéseket is kiszabhatna az országra, arra hivatkozva, hogy Magyarország nem tartja be a jogállamisági szabályokat. Megjegyezte, az EU-ban van szándék az azonos neműek házasságának elismertetésére, korábban Cseh Katalin, a Momentum EP-képviselője is ezzel a céllal kampányolt.",11,19,347,Origo
"Soros György továbbra is minden erővel rá akarja kényszeríteni Európára a bevándorlást, a brüsszeli politikusok és bürokraták pedig segítenek neki - mondta Hollik István, a Fidesz kommunikációs igazgatója hétfőn Facebook oldalán közzétett videónyilatkozatában.",1,20,260,Origo
"Hollik István felidézte, hogy nemrég az unióban egy konferenciát tartottak a bevándorlásról.",2,20,92,Origo
"Az ott elhangzottak jól mutatják, hogy hiába az elmúlt évek szörnyű terrorcselekményei, az európai közbiztonság drámai romlása a brüsszeli bürokraták és politikusok továbbra is támogatják és ösztönöznék a bevándorlást - hívta fel rá a figyelmet a kormánypárti politikus.",3,20,270,Origo
"Hollik István nyilatkozatában - amelyben Ursula von der Leyen, az Európai Bizottság elnöke és David Sassoli, az Európai Parlament elnöke kijelentéseit is idézik - azt mondta: Brüsszelben nincs változás. Egyértelmű, hogy Soros György továbbra is minden erővel rá akarja kényszeríteni Európára a bevándorlást, és ebben a brüsszeli politikusok és bürokraták segítenek neki - emelte ki a kormánypárti képviselő.",4,20,407,Origo
"A magyar miniszterelnök uniós vétója éppen arról szól, hogy nem vagyunk hajlandóak elfogadni, hogy ránk kényszerítsék a bevándorlók befogadását - hangsúlyozta.",5,20,159,Origo
"A Fidesz kommunikációs igazgatója közölte: most itt vagyunk egy járványügyi helyzet kellős közepén, ilyenkor nem több bevándorlóra, hanem több segítségre van szükség az Európai Unió részéről.",6,20,191,Origo
"Az Európai Parlament által kizsarolt, de a tagállamok között teljes körű egyetértésre nem találó változattal szemben a korábbi, konszenzusos megállapodás kereteihez kell visszatérni – mondta Deutsch Tamás a Magyar Nemzetnek adott interjúban az uniós költségvetési patthelyzettel kapcsolatban. A Fidesz–KDNP európai parlamenti delegációjának vezetője szerint a helyzet olyan, mintha a befőtt akarná eltenni a nagymamát: nem az Európai Bizottság, az uniós parlament vagy éppen az Európai Bíróság hozta létre a tagállamokat, éppen fordítva történt. A Fidesz-alapító Manfred Weber friss kritikájára is reagálva azt is elmondta: az Európai Néppárt tagjainak zöme továbbra is párbeszéd útján rendezné a magyar kormánypárttal fennálló véleménykülönbségeket.",1,21,750,Origo
"Manfred Weber kijelentéséről, miszerint ha az igazságszolgáltatás függetlensége és a média szabadsága is maradéktalanul megvalósul Magyarországon, a kormánynak nincs félnivalója a jogállamisági feltételrendszertől Deutsch Tamás úgy fogalmazott; a Gestapo és az ÁVH is ugyanezt mondta: akinek nincs takargatnivalója, annak nincs félnivalója. De nagyon is jól emlékszünk arra, hogy a valóságban önkényes politikai döntések alapján bárkit, bármikor, bármiért meg lehetett büntetni.  Már az is ijesztő, hogy a jogállamiság címszó köntösébe bújtatott elfogult, a kettős mércét rendszerszerűen alkalmazó eljárások az elmúlt években mindennapos gyakorlattá váltak az Európai Unióban. Most ezt akarják megfejelni egy olyan rezsimmel, amiben önkényes politikai döntések alapján lehet majd megbüntetni egyes országokat. 2015 óta mindenáron azt akarják elérni, hogy ne adjanak pénzt, sőt büntessék is meg azokat az országokat, amelyek nemet mondanak a bevándorlásra. Ezért most új eszközt találtak ki a zsarolásra. ",2,21,1004,Origo
"Brüsszelben mostantól csak az az ország lehet „jogállam"", amelyik beengedi a bevándorlókat. ",3,21,92,Origo
"Magyarország számára mindez elfogadhatatlan. Ahogy eddig, úgy a jövőben is a lehető leghatározottabban nemet mondunk az ideológiai mániáktól vezetett, önkényes és megalapozatlan támadásokra. Manfred Weber nyilatkozatához még annyit érdemes hozzátenni, hogy az egyik legutóbbi néppárti frakcióülésen ő maga is elismerte, hogy a Sargentini-jelentés állításai nem állnák meg a helyüket a bíróság előtt. Jó reggelt kívánunk! Hát persze hogy nem, hiszen az a politikai pamflet hemzseg a hazugságoktól. Kár, hogy Weber ezt a jelentést 2018-ban megszavazta. És itt nem az Európai Parlament egy jelentéktelen politikai nyilatkozatáról beszélünk, hanem a Magyarországgal szembeni hetes cikkely szerinti eljárás alapját jelentő dokumentumról! Ezek után mi mást is mondhatnánk, köszönjük szépen, de a hazug Sargentini-jelentést megszavazó politikusoktól nem fogadunk el leckét jogállamiságból sem.",4,21,886,Origo
"Az Európai Parlament határozottan kiáll a jogállamisági kondicionalitás mellett, annak ellenére, hogy a tagállamok között nincs egyhangúság a kérdésben, az EP  pedig egyre nagyobb szeletet akar magának a tortából. Deutsch Tamást mindez, ahogy fogalmaz, a szánalmas valóságshow-kban levitézlett celebek cicaharcára emlékezteti, ahogy az Európai Parlament presztízsküzdelmet folytat a tagországokat képviselő uniós intézménnyel, a tanáccsal szemben. ",5,21,448,Origo
"Az európai parlamenti diskurzus színvonala Orwell Állatfarmját idézi, ahol azt mondjak: „négy láb jó, két láb rossz"". ",6,21,118,Origo
"Azaz csak az uniós hatáskörök bővítése a jó, a tagállami szuverenitás rossz. Mára sajnos odáig jutottunk, hogy az EP többsége a tagállamokban, a nemzetállamokban látja az európai fejlődés elsőrendű akadályát. Ez a helyzet olyan, mintha a befőtt akarná eltenni a nagymamát: nem az Európai Bizottság, az uniós parlament vagy éppen az Európai Bíróság hozta létre a tagállamokat, alapította meg mondjuk Németországot, Hollandiát vagy bármely más országot, hanem éppen fordítva történt. Az európai nemzetállamok hozták létre az Európai Uniót, és bíztak hatásköröket az uniós intézményekre. Szóval két láb is jó, négy láb is jó!",7,21,622,Origo
"Arra a kérdésre, hogy sikerülhet-e áttörést elérni a decemberi uniós csúcstalálkozón, vannak-e életképes kompromisszumok az asztalon, Deutsch Tamás azt mondta, szerinte a helyzet egyáltalán nem bonyolult, hiszen az állam- és kormányfőknek júliusban egyszer már sikerült megállapodniuk. ""Ha visszaemlékszünk, a nyári uniós csúcs előtt sokkal pesszimistábbak voltak a várakozások, mint most, hiszen akkor a keretköltségvetést, a helyreállítási alapot és a jogállamisági feltételességet illetően is nagyon távol álltak egymástól az álláspontok. Ráadásul az is tudvalevő, hogy az unió hagyományosan lassan reagál az akkora kihívásokra, mint amilyet az új koronavírus-járvány súlyos gazdasági hatásai jelentenek. Az előzetes sopánkodó hangok ellenére júliusban azonban mégis minden kérdésre kiterjedő, átfogó megállapodás született. ",8,21,828,Origo
"Az Európai Parlament viszont megtámadta az Európai Tanács döntését, és zsarolni kezdte a tagállamokat. ",9,21,103,Origo
"Elképesztő és elfogadhatatlan, hogy az EP négy hónapnyi időhúzása és folyamatos zsarolása után egyes frakcióvezetők most arról beszélnek, hogy Magyarország és Lengyelország akarna zsarolni a vétójával. A képlet tehát egyszerű: az Európai Parlament által kizsarolt, de az Európai Tanácsban teljes körű egyetértésre nem találó változattal szemben a korábbi, konszenzusos megállapodás kereteihez kell visszatérni!",10,21,410,Origo
"Láthatjuk, hogy a vétókat követően forrnak az indulatok az EU-ban. Most épp svéd baloldali politikusok vizionálnak Magyarország és Lengyelország nélküli uniót, miközben olyan vélemények is vannak, hogy a hetes cikkely szerinti eljárások előrenyomása lehet majd a „szankció"" Budapest és Varsó ellen. Kell tartani ilyen, büntető jellegű forgatókönyvektől?",11,21,353,Origo
"""A szög már jóval korábban kibújt a zsákból. A fenyegetés és nyomásgyakorlás nem most, a vétót követően fog elkezdődni, épp ellenkezőleg, már évek óta tart! - mondta Deutsch Tamás azzal kapcsolatban, hogy vannak olyan baloldali politikusok az EU-ban, akik büntetnék Magyarországot és Lengyelországot különböző szankciókkal.  ""A magyar parlament 2010 óta hiába alkot az uniós normákkal és jogelvekkel összhangban álló törvényeket, azokat Brüsszelből mégis szinte egytől egyig megtámadják. Kitűnő példa minderre az alaptörvényünk 2011-es elfogadása és az ezt ért durva uniós támadások, amelyek gyakorlatilag az ország alkotmányos szuverenitását kérdőjelezték meg. Mi soha nem kezdtünk bele más országokat megtámadó ideológiai vitákba például arról, hány uniós országban nincs is alkotmánybíróság vagy éppen melyik tagállami kormányok utasíthatják közvetlenül az ügyészséget. Mostanra mégis ott tartunk, hogy mások akarják megmondani nekünk, magyaroknak, hogyan is alakítsuk az életünket. Olvastam a napokban Navracsics Tibor írását arról, hogy az Európai Unió miért is nem Szovjetunió. Az Európai Uniót viszont igenis sokan akarják egy európai birodalommá átalakítani.",12,21,1166,Origo
"Európai Egyesült Államokat akarnak, ahol nem a nemzetek döntenek szabadon a jövőjükről, hanem a birodalmi központban határozzák meg, kinek és mit szabad. Ezért mondom azt következetesen, hogy sem a keleti, sem pedig a nyugati önkényből nem kérünk!""",13,21,248,Origo
"Az uniós szerződésekben egyértelműen meghatározottak szerint a tagállamok maguk dönthetnek a családjogi szabályozás kérdéseiben, ez az ő hatáskörük. Most mégis ennek a megváltoztatására indítottak genderideológia vezérelte kísérleteket. Magyarországon, ahogy eddig, úgy a jövőben is mindenki abba lehet szerelmes, akibe csak akar: nő lehet nőbe, nő lehet férfiba, férfi lehet férfiba és férfi lehet nőbe.",14,21,404,Origo
"Hazánkban az azonos neműek szerelmének és akár életközösségének útjába nem áll akadály, sőt az azonos neműek intézményesített együttélésének formái is biztosítottak. A házasság viszont férfi és nő közötti, önkéntes elhatározás alapján létrejött életközösség, hiszen a magyarok elsöprő többsége ezt felfogást vallja. És mi, magyarok véletlenül sem támadjuk azokat az országokat, amelyek ettől eltérő állásponton vannak, ugyanis valamennyi tagállam szabadon dönthet ebben a kérdésben - mondta Deutsch Tamás a genderkérédsben egyre kiéleződő vitákról.",15,21,548,Origo
"Manfred Weber friss nyilatkozatában azt mondta, hogy ha nem lenne világjárvány, már kizárták volna a Fideszt az Európai Néppártból. ""Már megint azoknak lett igazuk, akik szerint nincs új a nap alatt. Hadd idézzek szó szerint néhány sort: „nevezett párttagok több alapvető kérdésben a párt politikájától eltérő nézeteket képviselnek, s ezeket különböző párton kívüli fórumon huzamosabb idő óta hangoztatják, terjesztik"". Ez a mondat bizony a kommunista állampárt, az MSZMP Központi Ellenőrző Bizottságának egy 1988-as közleményéből való, amelyet Bihari Mihály, Bíró Zoltán, Király Zoltán és Lengyel László MSZMP-ből történő kizárásakor adtak ki. Manfred Weber ezekben az időkben bajor középiskolásként, vígan élte a szabadság nyújtotta életet, míg Magyarországon számunkra ez még távolról sem volt adott. De az idézet akár egy Manfred Weber- vagy Donald Tusk-interjúból is lehetne, ugye?",16,21,886,Origo
"Nem lenne szabad egy politikai közösségen belül meglévő véleménykülönbségeket a kommunista állampártéhoz hasonló módszerekkel „kezelni"".",17,21,136,Origo
"Számomra lassan úgy tűnik, az az egyetlen szerencsénk, hogy az Európai Néppárt brüsszeli székházának pincéjében nincsenek fogdák, mert ellenkező esetben már rég ott találhattuk volna magunkat. A valóság azonban az, hogy a néppárt tagságának kétharmada továbbra is azon a véleményen van, hogy párbeszéd útján kell rendezni a nézetkülönbségeket. A dörgedelmes nyilatkozatok persze jól hangzanak úgy, ahogy az is, hogy a Fideszt tizennégy párt akarja kizárni a néppártból. Csak arról az apróságról feledkeznek el, hogy a kizárásunkat kezdeményező pártok szinte kivétel nélkül még csillagászati távcsővel is alig látható méretű, zömében liberális és a saját országukban ellenzéki helyzetben lévő, tehát a saját polgáraik által sem igen támogatott tömörülések. A politika márpedig a közbizalom megnyerésének és megtartásának a művészete. Ma a néppárton belül az vált gyakorlattá, hogy az elenyésző támogatottságú pártok kritizálják, ha másoknak otthon komoly támogatottságuk van, és elkezdenek velük szemben vádaskodva „populistázni"". Ez a fajta gondolkodás is hozzájárult ahhoz, hogy a pártcsalád az elmúlt tíz évben folyamatosan gyengült.",18,21,1135,Origo
"Deutsch Tamás azt is elmondta, van-e valóságalapja annak,  hogy Weber akárcsak egykori bizottsági elnökaspiránsként, most az Európai Parlament elnökségéért folytatott kampányában használja ütőkártyának a magyarügyet. ""Webernek valóban vannak EP-elnöki ambíciói. Ne legyünk naivak, a jelenlegi „jogállamisági"" vitában ehhez komoly támogatókat remél az Európai Parlament baloldali frakcióitól. A hangzatos „jogállamisági"" megfontolásoknál csak a személyes hatalmi ambíciók lehetnek fontosabbak. És jól emlékezhetünk még arra, hogy",19,21,528,Origo
"2019-ben az Európai Bizottság elnöki tisztségére aspiráló csúcsjelöltként éppen abban látta a sikere zálogát, ha nekiront Magyarországnak,",20,21,138,Origo
Orbán Viktornak és a magyar kormánynak. De ez a stratégia már akkor sem jött be neki.,21,21,85,Origo
"Az Olaszország által sürgetett európai gazdasági támogatásokat nem Magyarország vétója, hanem a jogállamiságot ""politikai ostorként"" használó Európai Unió bénítja meg Kovács Zoltán nemzetközi kommunikációért felelős államtitkár szerint, akivel a Libero című olasz napilap közölt interjút szerdán.",1,22,296,Origo
"Kovács Zoltán kijelentette, ""Olaszországnak nem Magyarország, hanem az Európai Unió okoz kárt"", mivel a járvány utáni gazdasági helyreállítást segítő támogatások ""bénulása"" Brüsszel felelősségének tulajdonítható.",2,22,212,Origo
"Olaszországra utalva, amely a legmagasabb összeget, több mint kétszázmilliárd euró támogatást vár helyreállításra, Kovács Zoltán hangsúlyozta, hogy a magyar kormány nem akarja magára hagyni a nehéz helyzetben levő tagállamokat.  Megjegyezte, hogy a harminc évre szóló európai hitelt azonban semmiképpen nem lehet ""diadalmenetnek"" nevezni.",3,22,338,Origo
"A jobboldali Libero az interjú bevezetőjében azt írta, Magyarország és Lengyelország vétója mindennapi témává vált, de a sajtóban ritkán szólaltatják meg az érdekelteket, attól tartva, hogy a ""lelkesen terjesztett európai narratíva"" visszájára fordulhat.",4,22,254,Origo
"Kovács Zoltán elmondta, hogy nem Magyarország változtatott álláspontján az uniós állam- és kormányfők júliusban elfogadott megállapodása óta. Brüsszel folyamodott ""politikai zsaroláshoz"", és a jogállamisághoz kötött feltételeket ""politikai ostorként használja azokkal szemben, akik nem akarnak beállni a sorba"". ",5,22,312,Origo
"Azért zsarolnak bennünket, mert nem vesszük át a migránsokat  – jelentette ki.",6,22,78,Origo
"Kovács Zoltán úgy vélte, a jogállamiság kérdése minden egyes alkalommal lendületet kap, amikor az EU magukat progresszívnek és migránsbarátnak valló erői nem tudják akaratukat ráerőltetni a migrációnak ellenálló tagállamokra.",7,22,225,Origo
"– Az európai (...) vétót nem Magyarország, hanem azok okozták, akik az ezt kiváltó helyzetet előidézték – hangsúlyozta.",8,22,119,Origo
"Kifejtette, hogy a jogállamisághoz kötött feltételek ""politikai visszaélés és zsarolás alapjait vethetnék meg"". Nem zárta ki az EU-val való kompromisszum lehetőségét olyan megoldással, amely ""kizárólag jogi és nem politikai kritériumok"" alapján születik meg.",9,22,258,Origo
"Ezzel egy időben az olasz püspöki kar napilapja, a L'Avvenire szerdai számában Lengyelország és Magyarország szentszéki nagykövetének válaszlevelét közölte. Janusz Kotanski és Habsburg-Lotharingiai Eduard egy korábbi cikkre válaszolva visszautasította, hogy a két országot autoriternek és populistának minősítették,  hangoztatva, hogy ez nemcsak sértő, hanem valótlan is.",10,22,371,Origo
"Sem Lengyelország, sem Magyarország nem fogad el olyan javaslatot, amelyet a másik elfogadhatatlannak tart - erről állapodott meg mai találkozóján Orbán Viktor és Mateusz Morawiecki. A politikai feltételekkel kapcsolatos jogszabályok megalkotása nem szükséges a válságkezeléshez, a költségvetéshez szükséges szavazataink viszont nélkülözhetetlenek és megkerülhetetlenek – mondta Orbán Viktor a közös sajtótájékoztatón.",1,23,418,Origo
"Orbán Viktor a Karmelita kolostorban tartott sajtótájékoztatón azt mondta, a lengyelekkel találkozni jóban és rosszban is nagyszerű dolog.",2,23,138,Origo
"Nagyszerű dolgokról beszéltünk, hiszen a hazáink szuverenitásáról beszéltünk – hangsúlyozta a magyar miniszterelnök.",3,23,116,Origo
"Az Európai Parlament, az Európai Bizottság és a tagállamok között vita van. A júliusi EU-csúcson a vitás kérdéseket lezárni nem tudták, de adtak maguknak és a német elnökségnek időt arra, hogy az év végéig megpróbáljanak összhangot teremteni Brüsszel és a tagállamok érdekei között - mondta Orbán Viktor. Kiemelte: az összhang megteremtése nem sikerült. Továbbra is napirenden van a javaslat, hogy az unió költségvetésével összekötik az úgynevezett jogállamisági feltételeket. Ez Magyarország számára nem fogadható el.",4,23,518,Origo
"Közös álláspontra jutottak, amiből az utolsó mondatot kiemelve Orbán Viktor elmondta, egyesíteni fogjuk az érveinket ebben a vitában, és Magyarország nem fogad el olyan javaslatot, ami Lengyelország számára elfogadhatatlan lenne.",5,23,229,Origo
"Számos alapvető kérdésben vitánk van az unióval, így nem tehetem ki Magyarországot annak a kockázatnak, hogy olyat kényszerítsenek a magyar emberekre, amit nem akarnak.",6,23,168,Origo
"Az unió nem ad pénzt nekünk, hanem bevisz minket egy közös hitelbe. Ha valaki nem tudja visszafizetni majd a hitelét, akkor azt is nekünk kell majd visszafizetnünk  – hangsúlyozta a magyar kormányfő.",7,23,199,Origo
"A nyilatkozat utolsó mondatában mindkét ország miniszterelnöke leszögezte, hogysem Lengyelország, sem Magyarország nem fogad el olyan javaslatot, amelyet a másik elfogadhatatlannak tart.",8,23,186,Origo
"A magyar vétó egy törvényes eszköz, az unió alapszerződése megadja a jogot minden tagállamnak erre– mondta Orbán Viktor. Nemcsak lehetőségem, hanem egyszerűen hazafias kötelességem, ha úgy látom, hogy a magyar érdekek veszélyben vannak, akkor vétóznom kell – hangsúlyozta. Elsősorban a migráció, a nemzeti szuverenitás és a gender kérdésében vannak viták az unióval, és ezért kell élni a vétóval. Téved, aki azt hiszi, hogy ez egy pénzügyi kérdés, ezt a vitát nem lehet pénzzel megoldani - mondta Orbán Viktor. ""A válságkezeléshez szükséges forrásokat az unió hitelből veszi fel, ráadásul más kockázatát is futni kell"" - tette hozzá. Semmilyen pénzügyi vesztesége nem származik az országnak abból, ha nem jön létre a válságkezelő alap, erre a pénzre ugyanis nem nekünk van szükségünk. A jogállamisággal kapcsolatos jogszabályok megalkotása nem szükséges a válságkezeléshez - mondta a miniszterelnök. A költségvetéshez szükséges szavazataink nélkülözhetetlenek és megkerülhetetlenek – hangsúlyozta.",9,23,997,Origo
"Mateusz Morawiecki lengyel kormányfő arról beszélt, hogy a júliusi csúcs egész Európa sikerével zárult. Most egy teljesen új mechanizmus előtt áll az unió, és ezzel az önkényes mechanizmussal az egész EU is széteshet. Ez a rendelet a költségvetésre vonatkozik, miközben egyéb nem odaillő eszközöket behoz - tette hozzá. Nem lehetséges, hogy a származtatott jog az alapjogot megkerülje - mondta a kormányfő.",10,23,406,Origo
"A német elnökség nem alkalmazkodott a júliusban megfogalmazott alkuhoz- mondta Morawiecki. 27 ország különféle jogrenddel és hagyománnyal rendelkezik, és ezt értékelni kell - tette hozzá. A vétó joga benne van a szerződésekben, és ez azt szolgálja, hogy tudjunk foglalkozni a saját érdekeinkkel. Bár ma Magyarországot és Lengyelországot támadják, de holnap újabb ország kerülhet napirendre - mondta Morawiecki.",11,23,410,Origo
"Mateusz Morawiecki arról is beszélt, hogy egy soha véget nem érő vita lehet a politikai ügyekből, az ilyen feltételrendszer eszköz lehet országok megtámadására.Ez az út az unió szétveréséhez vezethet, ezt a logikát el kell utasítani. Nincs szükség a kétsebességes unióra, a szerződések alapján kell eljárni - tette hozzá. Lengyelország számára elfogadhatatlan az unió által javasolt megállapodás - mondta.",12,23,405,Origo
"Orbán Viktor miniszterelnök a Kossuth rádió Jó reggelt, Magyarország! című műsorának nyilatkozik.",1,24,97,Origo
"Véget ért a kormányfői interjú, hamarosan összefoglalóval jelentkezünk. ",2,24,72,Origo
"Az Operatív Törzs egyelőre nem tudja megmondani, milyen szabályok lesznek karácsonykor. Szeretnénk, ha mindenki korlátozás nélkül tudna találkozni. 8-10 nap múlva fog a kormány dönteni erről - zárta a kormányfő. ",3,24,212,Origo
"Orbán Viktor a karácsonyi intézkedésekről azt mondta, hogy Nyugaton többen zárnának a síszezonban. Arra kérte az embereket, ne fizessenek be nyugati síutakra. Természetesen senkit sem lehet bezárni, de amikor hazaérnek, akkor nagyon komoly karanténkövetkezmények lesznek, mivel a sízések voltak a legfőbb gócpontok. ",4,24,316,Origo
"A kormányfő arról is beszélt, hogy az oltási tervet már hetekkel ezelőtt kidolgoztuk. 13 ezer helyszín lesz, ahol a tömeges oltás megtörténik majd. December-január környékén kell bevezetni azt az oltási tervet, amikor még kevesebb vakcina érkezik majd, mint amennyi az igény. A torlódás elkerülése érdekében előjegyzésbe vehetik majd magukat az embereket, ez a program a jövő héten indulhat. Levélben és interneten lehet majd regisztrálni - mondta a kormányfő",5,24,459,Origo
"Az iskolákban zajlik a célzott tesztelés. Jövő hét elején általános kép lesz, de folytatódni fog a tesztelés - mondta a kormányfő. A kormányfő kiemelte, hogy a medikusok is nagy segítséget nyújtanak. ",6,24,200,Origo
"Két csatatér van most: a kórházak és az iskolák. A kórházakban életet, az iskolákban a munkahelyeket védjük - mondta a kormányfő. A kórházakban nincsenek bíztató jelek, most mindenkit kitartásra biztatok, mivel a korlátozásokból még két hét van. Összességében egyre többen vannak kórházban, és hamarosan el fogjuk érni a 10 ezres számot is - mondta a kormányfő. Az egészségügy állni fogja a sarat - tette hozzá. ",7,24,412,Origo
"Orbán Viktor szólt arról is, hogy semmiképpen ne nyugatosodjunk úgy, hogy átvesszük a multikulturális társadalmat. ",8,24,115,Origo
"Brüsszel fordítva ül a lovon a bevándorlást illetően, mivel a bevándorlás nem megoldás, hanem maga a probléma - mondta a kormányfő. Orbán Viktor szerint a fő kérdés a közép-európai térségben, hogy ne legyünk bevándorlóország. Ha egy országban 8-10 százalék lesz a bevándorló, akkor már csak arról lehet beszélni, hogyan éljenek együtt - tette hozzá. A nyugat-európai hazafiak úgy érzik, hogy napról napra csúszik ki a talaj a lábuk alól. Nekünk nincsenek ilyen problémáink, így el kell kerülni azt a helyzetet, hogy bevándorlóország legyünk. Magyarország a magyaroké - tette hozzá. ",9,24,582,Origo
"Csak az lehet Brüsszelben jogállam, aki beengedi a migránsokat - mondta a kormányfő. Ha a német elnökség nem enged az Európai Parlamenttől jövő nyomásnak, akkor nem alakul ki ez a helyzet. Ez a baloldali sajtószabadság - mondta Orbán Viktor annak kapcsán, hogy a Project Syndicate nem hozta le a válaszcikkét. ",10,24,310,Origo
