article_text,paragraphs,article,n_characters,news_site,article_text_eng
"Az Európai Parlament fideszes képviselője szerinte az Európai Néppárt (EPP) parlamenti frakcióvezetőjének kritikái hiteltelenek, miután elismerte, a Sargentini-jelentés állításai nem állnák meg helyüket a bíróság előtt.",2,21,219,24,"According to the Fidesz Member of the European Parliament, the criticisms of the Head of Parliamentary Group of the European People's Party (EPP) are uncredited after acknowledging that the statements of the Sargentini report would not stand in court."
"Ezek után mi mást is mondhatnánk, köszönjük szépen, de a hazug Sargentini-jelentést megszavazó politikusoktól nem fogadunk el leckét jogállamiságból sem.",3,21,153,24,"What else can we say, thank you very much, but we are not taking lessons from the politicians who voted for the lying Sargentini report, either in the rule of law."
Deutsch az EU-támogatások jogállamisági kritériumokhoz kötése miatt még keményebben bírálta az Európai Parlamentet.,4,21,115,24,Deutsch criticised the European Parliament even harder for the binding of EU funds to the rule of law criteria.
"A szánalmas valóságshow-kban levitézlett celebek cicaharcára emlékeztet, ahogy az Európai Parlament presztízsküzdelmet folytat a tagországokat képviselő uniós intézménnyel, a tanáccsal szemben. (…) Mára sajnos odáig jutottunk, hogy az EP többsége a tagállamokban, a nemzetállamokban látja az európai fejlődés elsőrendű akadályát. Ez a helyzet olyan, mintha a befőtt akarná eltenni a nagymamát: nem az Európai Bizottság, az uniós parlament vagy éppen az Európai Bíróság hozta létre a tagállamokat, alapította meg mondjuk Németországot, Hollandiát vagy bármely más országot, hanem éppen fordítva történt.",5,21,602,24,"It reminds me of the cat fight of celebrities in pathetic reality shows, as the European Parliament is engaged in prestige trade against the EU institution representing Member States, the Council. (...) Unfortunately, we have come to the point that the majority of the EP sees the primary obstacle to European development in the Member States, in the nation states. This situation is like compote trying to put away grandma: it was not the European Commission, the EU Parliament or the European Court of Justice that created the Member States, whether Germany, the Netherlands or any other country, but the other way around."
"Az interjúban a kormánypárti politikus azt mondta, nem a magyar és a lengyel vétó a zsarolás, valójában az Európai Parlament zsarolt, amikor megtámadta az Euró­pai Tanács júliusi megállapodását, és a megoldás is egyszerű lenne, ha visszatérnének ahhoz. Deutsch arra is emlékeztetett, ők soha nem támadtak más országokat ideológiai viták miatt. A genderügyben is csak azt vallják, amit a magyarok elsöprő többsége.",6,21,413,24,"In the interview, the pro-government politician said that the Hungarian and Polish veto is not the blackmail; in fact, the European Parliament was blackmailing when it challenged the July agreement of the European Council, and the solution would be easy if they returned to it. Deutsch also reminded me that they never attacked other countries because of ideological debates. In the gender case, they only testify what the overwhelming majority of Hungarians do."
"A Fidesz esetleges kizárásáról az Európai Néppártból azt mondta, Manfred Weber és Donald Tusk nyilatkozataival ellentétben az EPP-tagság kétharmada valójában párbeszéd útján rendezné a vitákat, a Fideszt a pártcsaládon belül az elenyésző támogatottságú pártok kritizálják. Weber az Európai Parlament elnöke akar lenni 2022-ben, ehhez baloldali voksokat is remél, a „jogállamisági” megfontolásoknál személyes hatalmi ambíciói fontosabbak.",7,21,437,24,"On the possible exclusion of Fidesz from the European People's Party, he said that, contrary to the statements of Manfred Weber and Donald Tusk, two-thirds of EPP membership would actually settle disputes through dialogue, and Fidesz is criticised by parties with insignificant support within the party family. Weber wants to be President of the European Parliament in 2022, he also hopes for left-wing votes, and his personal power ambitions are more important than the “rule of law” considerations."
"Nagyon nehéz megoldásra jutni az Európai Unió következő hétéves költségvetése, a koronavírus-járvány okozta károk helyreállítását szolgáló alap és a források felhasználását feltételekhez kötő mechanizmus ügyében – mondta az Európai Unió Tanácsának soros elnöki tisztségét betöltő német kormány szóvivője pénteken Berlinben.",1,22,323,24,"It is very difficult to find a solution for the next seven-year budget of the European Union, the fund to make good the damage caused by the coronavirus epidemic and the mechanism of conditional use of resources — the German government holding the rotating presidency of the Council of the European Union said spokesman on Friday in Berlin."
"Steffen Seibert tájékoztatóján arra a lengyel hírre vonatkozó kérdésre reagált, miszerint Angela Merkel kancellár és Mateusz Morawiecki lengyel kormányfő megbeszélést folytatott. Felidézte, hogy a kancellár a tagországi vezetőket összefogó Európai Tanács legutóbbi videokonferenciája után kifejtette, hogy további tárgyalások következnek Lengyelországgal és Magyarországgal.",2,22,374,24,"In his briefing, Steffen Seibert responded to the Polish news that Chancellor Angela Merkel and Polish Prime Minister Mateusz Morawiecki had a meeting. He recalled that the Chancellor explained after the latest videoconference of the European Council, which brings together the leaders of the Member States, that further negotiations are coming with Poland and Hungary."
"Ezek a tárgyalások „folyamatban vannak” – mondta a kormányszóvivő, hozzátéve, hogy nincs lehetősége részletek ismertetésére, azt viszont el tudja mondani, hogy a megoldás megtalálása „még nem megoldott, és nagyon nehéz” feladat.",3,22,228,24,"These negotiations are “in progress”, the Government Spokesperson said, adding that there is no possibility to describe details, but he can say that finding a solution is “not yet solved and very difficult”."
Európában a sértegetések soha nem vezetnek valamennyi félnek kedvező eredményekre,4,22,81,24,"In Europe, insults never lead to positive results for all parties"
"– mondta a kormányszóvivő arra a kérdésre, miként értékeli Angela Merkel, hogy a Fidesz soraiban a náci Németország államvédelmi hatóságához, a Gestapóhoz hasonlítják Manfred Webert, az Európai Néppárt európai parlamenti (EP-) frakcióvezetőjét.",5,22,244,24,"— said the government spokesperson on the question of how Angela Merkel assesses that the Fidesz ranks compare Manfred Weber, the leader of the European Parliament (EP) group to the Gestapo of Nazi Germany's State Protection Authority."
"Azt látjuk, hogy nagyon nehéz megtalálni az EP és a tagállamok számára elfogadható utat",6,22,87,24,We see that it is very difficult to find a path acceptable to the EP and the Member States
– tette hozzá Steffen Seibert.,7,22,30,24,— added Steffen Seibert.
"Kiemelte: Angela Merkel megítélése szerint egy „nagyon jó, és kiegyensúlyozott kompromisszum” alakult ki a soros német elnökség és az EP tárgyalásain a költségvetés és a helyreállítási alap forrásainak felhasználási feltételeit szabályozó mechanizmusról. Azonban további tárgyalásokat kell folytatni arról, hogy mi lehet a mindenkinek elfogadható megoldás.",8,22,356,24,"He stressed that Angela Merkel considers that a “very good and balanced compromise” has emerged during the negotiations between the German presidency and the EP on the mechanism governing the conditions for the use of the budget and the recovery fund resources. However, further negotiations need to be held on what could be an acceptable solution for all."
"A magyar és a lengyel kormány november 16-án jelezte, hogy a források felhasználását jogállamisági feltételekhez kapcsoló mechanizmus miatt nem lát lehetőséget az uniós költségvetés és a helyreállítási alap elfogadására.",9,22,220,24,"On 16 November, the Hungarian and Polish Governments indicated that due to the mechanism linking the use of funds to rule of law conditions, they do not see the possibility of adopting the EU budget and the recovery fund."
(MTI),10,22,5,24,(MTI)
"Egy héten belül immár másodszor egyeztet egymással személyesen Orbán Viktor magyar és Mateusz Morawiecki lengyel miniszterelnök. Az újabb munkaértekezletre hétfő este kerül sor Varsóban – tájékoztatta az MTI-t Havasi Bertalan, a miniszterelnök sajtófőnöke, megerősítve az erről szóló lengyel sajtóhíreket.",1,23,305,24,"For the second time in a week, Prime Minister Viktor Orbán and Prime Minister of Poland Mateusz Morawiecki will consult each other personally. The new workshop will take place in Warsaw on Monday evening — Bertalan Havasi, press chief of the Prime Minister informed MTI, confirming the Polish press reports."
Lengyelországi sajtóorgánumoknak Piotr Müller kormányszóvivő elmondta: a mai kétoldalú megbeszélés célja további intézkedések megvitatása az EU-s költségvetési tárgyalások és a soron következő uniós csúcstalálkozó kapcsán.,2,23,222,24,Government Spokesperson Piotr Müller said that today's bilateral discussion aims to discuss further measures in connection with the EU budget negotiations and the forthcoming EU summit.
"Többször is írtunk róla: Magyarország és Lengyelország addig nem mond igent az uniós költségvetés és a 750 milliárd eurós mentőcsomag elfogadására, amíg annak része egy olyan mechanizmus is, amivel a jogállami alapelveket megsértő országok pénzügyi támogatásait fel lehetne függeszteni.",3,23,286,24,"We have written about it several times: Hungary and Poland do not say yes to the adoption of the EU budget and the EUR 750 billion rescue package, as long as it also includes a mechanism for suspending financial support for countries that violate the principles of the rule of law."
"Múlt csütörtökön a két miniszterelnök közösen adott ki egy nyilatkozatot, ebben nemcsak azt írták le, mit gondolnak a vétó ügyéről, hanem arra is céloztak, mit gondolnak megoldásnak.",4,23,182,24,"Last Thursday, the two prime ministers jointly issued a statement describing not only what they thought about the veto issue, but also what they thought to be a solution."
"Kiemelt kép: A Miniszterelnöki Sajtóiroda által közreadott képen Orbán Viktor magyar (j) és Mateusz Morawiecki lengyel kormányfő sajtótájékoztatót tart a Karmelita kolostorban 2020. november 26-án. Tárgyalásuk napirendjén az EU költségvetésének ügye szerepelt, ami ellen Magyarország és Lengyelország is vétót emelt amiatt, hogy az uniós pénzek felhasználását Brüsszel politikai feltételekhez akarja kötni. MTI/Miniszterelnöki Sajtóiroda/Fischer Zoltán",5,23,452,24,"Featured image: In the photo published by the Prime Minister's Press Office, Prime Minister Viktor Orbán of Hungary (j) and Mateusz Morawiecki of Poland will hold a press conference at the Carmelite Monastery on 26 November 2020. The issue of the EU budget was on the agenda of their negotiations, against which both Hungary and Poland have vetoed the intention of Brussels to make the use of EU funds subject to political conditions. MTI/Prime Minister's Press Office/Zoltán Fischer"
"A magyar gazdaság kapacitásának növekedésére 2021 második negyedévétől lehet számítani, ugyanis ekkor kezdik meg működésüket azok az új gépek, gépsorok, új technológiák, amelyeket a magyar vállalatok vásároltak meg a mostani nehéz időszakra reagálva kialakított beruházásösztönzési programban – mondta a külgazdasági és külügyminiszter kedden Budapesten az Országgyűlés gazdasági bizottságában",1,1,393,pestisracok,"The capacity of the Hungarian economy can be expected to increase from the second quarter of 2021, because that's when the new machines, machinery lines and new technologies purchased by Hungarian companies will start operating in response to the current difficult period — the Minister of Foreign Affairs and Trade said on Tuesday in Budapest in the Economic Committee of the National Assembly"
"Szijjártó Péter éves meghallgatásán közölte: a beruházásösztönzési program különböző elemeiben összesen 1338 magyar vállalat, 824 milliárd forintnyi beruházás megvalósítását vállalta, amelyhez a kormány 336 milliárd forintnyi támogatást adott.",2,1,243,pestisracok,"Szijjártó Péter said at his annual hearing that in various elements of the investment promotion program a total of 1338 Hungarian companies, 824 billion HUF investment, to which the government provided 336 billion HUF support."
A program 264 500 munkahely megvédéséhez járult hozzá,3,1,53,pestisracok,"The programme has contributed to the protection of 264,500 jobs"
– tette hozzá.,4,1,14,pestisracok,— he added.
"A járvány első hullámában az Európai Unió 800 ezer euróra emelte a cégeknek adható állami támogatás mértékét, ezért a kormány úgy döntött, hogy azoknak a vállalatoknak, amelyek beruházásaiknak köszönhetően senkit nem bocsátanak el, a beruházási érték felét, maximum 800 ezer eurót megtérít. Ebben a konstrukcióban 904 vállalat vesz részt, és 421 milliárd forintnyi beruházást hajt végre.",5,1,387,pestisracok,"In the first wave of the epidemic, the European Union raised State aid to 800 thousand euros, so the government decided to reimburse companies which, thanks to their investments, do not make anyone redundant, half the investment value, up to 800 thousand euros. 904 companies participate in this project and invest 421 billion HUF."
"A beruházások, amelyekhez a kormány 201 milliárd forintnyi támogatást biztosít, 154 200 munkahelyet védenek meg",6,1,111,pestisracok,"Investments, for which the government provides 201 billion HUF support, protect 154,200 jobs"
– mondta a miniszter.,7,1,21,pestisracok,— said the minister.
Forrás: MTI; Fotó: MTI/Koszticsák Szilárd,8,1,41,pestisracok,Source: MTI; Photo: MTI/Kosticsák Szilárd
"Az amerikai spekuláns nem először jön elő ötletével, állítása szerint az örökjáradék-kötvények gondolatát szoknia kell a piacnak. Soros György legújabb, a Project Syndicate-ben megjelent cikkében arról ír, hogy Európa számára eljött a megfelelő pillanat, be lehet vezetni a soha le nem járó kötvényeket, ami örökre rabszolgasorba taszítaná a tagállamokat és a nemzetközösséget. ",1,2,378,pestisracok,"It is not the first time the American speculator has come up with his idea, and he claims that the market should get used to the idea of inheritance bonds. George Soros, in his latest article published in Project Syndicate, writes that the right moment has come for Europe to introduce never-expired bonds, which would enslave the Member States and the Commonwealth forever."
"Újabb véleménycikk jelent meg Soros Györgytől a Project Syndicate nevű portálon, amelyben a magyar származású amerikai milliárdos arról értekezik, mit kellene tennie az Európai Uniónak azután, hogy Magyarország és Lengyelország megvétózta a következő hétéves költségvetést, amiért abban az unió zsarolni próbálta a független államokat. Cikkét Soros azzal kezdte, hogy a járvány miatti uniós költségvetés és helyreállítási csomag elfogadása még soha nem volt ennyire sürgős.",2,2,473,pestisracok,"Another opinion article was published by George Soros on Project Syndicate, in which the Hungarian-born American billionaire discusses what the European Union should do after Hungary and Poland vetoed the next seven-year budget for which the EU tried to blackmail the independent states. Soros began his article by saying that the adoption of the EU budget and the recovery package due to the epidemic has never been so urgent."
"Cikkét Soros azzal kezdte, hogy a járvány miatti uniós költségvetés és helyreállítási csomag elfogadása még soha nem volt ennyire sürgős.",3,2,137,pestisracok,Soros began his article by saying that the adoption of the EU budget and the recovery package due to the epidemic has never been so urgent.
Az örökös kötvények kibocsátásának ügye soha nem volt még ennyire fontos és sürgetőbb,4,2,85,pestisracok,The issue of the issuance of perpetual bonds has never been more important and urgent
– írta Soros.,5,2,13,pestisracok,— by Soros.
De mi is ez a kötvény? ,6,2,23,pestisracok,But what is this bond?
"A HVG írt erről hosszabban korábban, leírták, hogy a lényege röviden az: más kötvényt, ha valaki megvásárol, akkor pénzt ad érte a kibocsátónak – ebben az esetben az államnak –, az állam pedig évek, akár évtizedek alatt kamatokkal fizeti ezt vissza. Az örökjáradék-kötvényekért az EU pénzt kapna azonnal, a tőkét soha nem kellene visszafizetni, a kamatokat viszont előre meghatározott összegben örökké. Soros maga is elismeri, hogy jelen helyzetben nagyjából nulla az esélye annak, hogy a kötvényeket kibocsássa az unió, annyira megosztottak a tagállamok. Soros megjegyzi, hogy a fukar ötök gúnynévvel ellátott tagállamok, Ausztria, Dánia, Finnország, Hollandia és Svédország sem érdekelt a kötvénykibocsátásban, ők inkább a megtakarításban látják a jövőt.",7,2,756,pestisracok,"HVG wrote about this in a long time earlier, and they described that the essence of it is that if you buy another bond, you give money to the issuer — in this case the state — and the state pays it back with interest over years, even decades. For inheritance bonds, the EU would receive money immediately, the capital would never have to be repaid, but interest would be paid in a predetermined amount forever. Soros himself acknowledges that, in this situation, the chances of bonds being issued by the Union are roughly zero, the Member States are so divided. Soros notes that the stingy five Member States with a mockery name, Austria, Denmark, Finland, the Netherlands and Sweden are not interested in bond issuance, and they tend to see the future in savings."
"Az örökjáradék-kötvényekért az EU pénzt kapna azonnal, a tőkét soha nem kellene visszafizetni, a kamatokat viszont előre meghatározott összegben örökké.",8,2,152,pestisracok,"For inheritance bonds, the EU would receive money immediately, the capital would never have to be repaid, but interest would be paid in a predetermined amount forever."
"A befektetők csak olyanoktól vásárolnak örökös kötvényeket, amelyek stabilak és elkötelezettségük a jövőben is fennáll ez ügyben",9,2,128,pestisracok,Investors only purchase perpetual bonds from those that are stable and have a commitment to this matter
"– írta a milliárdos, aki azzal folytatta, hogy ebbe a kategóriába tartozott a 18. századi Nagy-Britannia, a 19. századi Egyesült Államok, ám a 21. századi EU már nem.",10,2,166,pestisracok,"— wrote the billionaire, who continued to say that this category belonged to Britain of the 18th century, the United States of the 19th century, but not the 21st century EU."
"A spekuláns azt prognosztizálta, hogy az egészségügyi ellátás fenntartásához és a gazdaság újraindításához sokkal többre lesz szükség, mint az új költségvetési és helyreállítási alapban, a Next Generation EU-ban lévő 1,8 billió euró.",11,2,233,pestisracok,"The speculator predicted that the maintenance of health care and the relaunch of the economy would require much more than EUR 1.8 trillion in the new budget and recovery fund, the Next Generation EU."
"Orbán Viktor magyar miniszterelnök aggódik, hogy az EU új jogállamisági rendelkezése visszafogja személyes és a politikájával összefonódó korrupciót. Annyira aggódik, hogy magával rántotta Lengyelországot is",12,2,207,pestisracok,Hungarian Prime Minister Viktor Orbán is concerned that the EU's new rule of law provision will hold back personal and political corruption. He's so worried that he took Poland down with him.
"– írta Soros, aki szerint a Lisszaboni Szerződésben lévő, egy még sosem használt eljárással lehetne Magyarország és Lengyelország vétóját semmisnek tekinteni. A kibővített együttműködés nevű művelet lényege, hogy tagállamok egy csoportja külön költségvetést is meghatározhat és megállapodhat a finanszírozás módjáról, például Soros szerint a közös kötvényről és szerinte itt léphetnek majd életbe az örök, soha le nem járó kötvények.",13,2,433,pestisracok,"“Soros wrote, who said that the veto of Hungary and Poland could be considered null and void by a procedure that has never been used in the Treaty of Lisbon. The essence of the enlarged cooperation operation is that a group of Member States can set a separate budget and agree on how to finance, for example, the common bond, according to Soros, and this is where eternal, never-maturing bonds can enter into force."
"Soros, aki szerint a Lisszaboni Szerződésben lévő, egy még sosem használt eljárással lehetne Magyarország és Lengyelország vétóját semmisnek tekinteni.",14,2,152,pestisracok,"Soros, who believes that the veto of Hungary and Poland could be considered null and void by a procedure that has never been used in the Treaty of Lisbon."
Nem ezt hívják adósrabszolgaságnak?,15,2,35,pestisracok,Isn't that what they call debt servitude?
– reagált költői kérdésével korábban a kötvényre Orbán Viktor.,16,2,62,pestisracok,— Viktor Orbán reacted to the bond with his rhetorical question earlier.
Forrás: Project Syndicate; Fotó: MTI,17,2,36,pestisracok,Source: Project Syndicate; Photo: MTI
"Gyurcsány Ferenc pár évvel ezelőtt még vadul egyetértett az EU-s vétóval, most azonban, amikor Orbán Viktor nyúl ehhez az eszközhöz, nemzetellenes cselekedetnek tartja. ",1,3,169,pestisracok,"Ferenc Gyurcsány agreed wildly with the EU veto a few years ago, but now, when Viktor Orbán touches this instrument, he considers it an anti-national act."
Orbán Viktor vétója történelmi zsákutcába vezeti az országot,2,3,60,pestisracok,Viktor Orbán's veto leads the country to a historic impasse
"– írta Gyurcsány a Facebook-oldalán, ahol egy háromperces online sajtótájékoztatón részletezte a maga stílusában, pirospozsgás arccal, hogy miért nem ért egyet a magyar-lengyel költségvetési vétóval. A Demokratikus Koalíció elnöke azzal folytatta, hogy a nagy orbáni diktatúrában a magyarok valójában túszok.",3,3,308,pestisracok,"— Gyurcsány wrote on his Facebook page, where at a three-minute online press conference he detailed in his style with a ruddy face why he disagrees with the Hungarian-Polish budget veto. The President of the Democratic Coalition continued to say that in the great Orbán dictatorship the Hungarians are actually hostages."
"A dolog szépséghibája, hogy Gyurcsány korábban nem volt ennyire vétóellenes, sőt. Kovács András, az Origo újságírója rámutatott: ha Orbán Viktor zsákutcába vezeti az országot, akkor Gyurcsány pont ugyanezt csinálta 2005 végén. Gyurcsány 2006-ban adott egy interjút a Magyar Narancsnak, amiben még igencsak odavolt a vétóért és még nem részegült meg teljesen az európai egyesült államok tévképzetétől.",4,3,400,pestisracok,"The beauty flaw of the thing is that Gyurcsány had never been so anti-veto before. András Kovács, journalist at Origo pointed out that if Viktor Orbán leads the country into a dead end, Gyurcsány did exactly the same thing at the end of 2005. Gyurcsány gave an interview to Magyar Oranges in 2006, where he was still very keen on the veto and was not yet fully drunk by the misconception of the United States of Europe."
"– Miközben a strukturális és kohéziós alapokból minden ötödik euró azért Lengyelországé lesz. Mindenesetre ön a Blair-látogatás után azt nyilatkozta, hogy Magyarország kész egyedül is vétózni. Milyen reakciókat kapott erre? Volt, aki ezt komolyan vette?",5,3,253,pestisracok,"— While one in five euro from the Structural and Cohesion Funds will be Poland's. In any case, after your visit to Blair, you said that Hungary is ready to veto on its own. What reactions did you get to this? Did anyone ever take that seriously?"
"– Komolyan vették. Természetesen mindenki kétszer meggondolja, hogy egymaga vétózzon-e. De minden ország, amelyik rendkívül elégedetlen, egy ilyen kijelentéssel azt adja a többiek tudtára, hogy partnereket keres hozzá. Elmegyek a falig, addig, amíg el lehet menni. Magyarország igenis komolyan gondolta azt, hogy ha talál partnereket, kész megtenni ezt. A lengyelek ebben a tekintetben nagyon ígéretesek voltak. Egy lengyel-magyar közös vétó egyáltalán nem volt már kizárható",6,3,475,pestisracok,"- They took it seriously. Of course, everyone thinks twice about veto on their own. But every country that is extremely dissatisfied with such a statement tells the others that it is looking for partners. I'll go to the wall, as long as I can go. Hungary really thought that if it found partners, it would be prepared to do so. The Poles were very promising in this regard. A Polish-Hungarian joint veto was not ruled out at all"
"– zajlott a párbeszéd. A 2006-os interjúból megtudhattuk továbbá azt is, hogy Fletó csak azért nem csapott a vétó-gombra, mert a Fidesz ezt javasolta neki.",7,3,155,pestisracok,— the dialogue took place. We also learned from the interview in 2006 that Fletó did not strike the veto button only because Fidesz suggested it to him.
"Forrás: 888.hu, Magyar Narancs; Kiemelt kép: Horváth Péter Gyula/PestiSrácok.hu",8,3,79,pestisracok,"Source: 888.hu, Magyar Orange; Featured picture: Péter Horváth Gyula/Pestisrácok.hu"
"Egészen botrányos jelentést fogadott el csütörtökön az Európai Parlament az alapvető jogok helyzetéről az unióban. A dokumentum a 2018–2019-es időszak tekintetében vizsgálja a szerintük alapvető jogokat az egyes tagállamokban. De eközben persze az Európa identitását meghatározó alapvető értékeket és az azokhoz való jogokat teljesen figyelmen kívül hagyja. Inkább a szexuális identitásukban a normálistól eltérő LMBTQ+ (a legújabb megnevezése a szexuális devianciáknak) emberek, a migránsok jogainak, valamit a nők terhességmegszakításhoz való jogának helyzetét dramatizálták. A genderellenes mozgalmak, a győlöletbeszéd és a rasszizmus fenyegető terjedését komoly veszélyként értékelték, és azt is sérelmezik, hogy a tagállamok kiadásainak csökkentése többek közt a fenti sérülékeny csoportokat hátrányosan érintette. A képviselők által megszavazott állásfoglalás a jogállamisággal és alapvető jogokkal foglalkozó uniós eljárás intézményének megalkotását szorgalmazza. A megszavazott állásfoglalás egyes részeit elég nehéz másként értelmezni, mint hazánk és Lengyelország újabb megfenyegetésének.",1,4,1098,pestisracok,"The European Parliament adopted a very scandalous report on the situation of fundamental rights in the EU on Thursday. The document examines fundamental rights in each Member State for the period 2018-2019. But in the meantime, of course, it completely ignores the fundamental values that define Europe's identity and the rights to them. Rather, they dramatized the situation of non-normal LGBTQ+ (the latest term for sexual deviations) people in their sexual identity, the rights of migrants and the right of women to terminate pregnancy. The threat of the spread of anti-gender movements, speech of speech and racism has been seen as a serious threat, and they are also prejudiced by the reduction in Member States' expenditure, including those vulnerable groups. The resolution voted by Members calls for the establishment of an EU procedure on the rule of law and fundamental rights. Some parts of the resolution voted for are difficult to interpret differently than another threat to our country and Poland."
"Hetek óta zajlik a vita az Európai Unióban és persze az Európai Parlamentben a jogállamiság kérdéséről. Többször is felvetették már, hogy a forráselosztást is a jogállamisághoz kötnék, a közelmúltban pedig az Európai Bizottság egy LMBTQ-stratégiát is készített, amely már egészen hajmeresztő módon a szexuális másság érvényesülését, jogegyenlőségét, többek közt a szivárványcsaládok elismerését, a homofóbia bűncselekménnyé nyilvánítását és az LMBTQ-csoportok egyenlőségére való figyelemfelhívást, illetve azok pénzügyi támogatást is kötelezővé tenné.",2,4,551,pestisracok,"The issue of the rule of law has been debating in the European Union and, of course, in the European Parliament for weeks. It has been raised several times that the allocation of funds would be linked to the rule of law, and recently the European Commission has prepared a LGBTQ strategy, which is already very creepy about sexual otherness and equality of rights, including the recognition of rainbow families, would also make homophobia a criminal offence and raise awareness and financial support for the equality of LGBTQ groups mandatory."
"Mindezek után már meg sem lepődünk az Európai Parlament elé került jelentés tartalmán, amely a fentiek mentén fogalmazza meg a jogállamiságot és az aggályokat is egyes tagállamok kapcsán. Az állásfoglalást, amely megállapítja, hogy a 2018–2019-es időszakban a helyzet tovább romlott, 330 szavazattal, 298 ellenszavazat és 65 tartózkodás mellett fogadták el a képviselők.",3,4,370,pestisracok,"After all this, we are no longer surprised at the content of the report presented to the European Parliament, which also formulates the rule of law and concerns in some Member States. The resolution, which states that the situation deteriorated further in the period 2018-2019, was adopted by MEPs with 330 votes, 298 votes against and 65 abstentions."
A jelentés sarokpontjai a következők:,4,4,37,pestisracok,The cornerstones of the report are as follows:
"veszélyben vannak a sérülékeny csoportok, a szólásszabadság, a médiapluralizmus és a gyülekezési szabadság;",5,4,107,pestisracok,"vulnerable groups, freedom of speech, media pluralism and freedom of assembly are at risk;"
szervezetten visszavetik a nemek közti egyenlőséget és a női jogokat;,6,4,69,pestisracok,organically disregard gender equality and women's rights;
a gyűlöletbeszéd és a rasszizmus különböző módjai megszokottá váltak.,7,4,69,pestisracok,different ways of hate speech and racism have become habitual.
"Kiemelten sérelmezik a gyülekezési jog és sajtószabadság korlátozását, amelynek jeleit több tagállamban is felismerni vélik. Fel is szólították a tagállamokat, hogy tartózkodjanak a gyülekezési szabadságot korlátozó jogszabályok elfogadásától. A jelentésben természetesen részletesen kitérnek a szexuális identitásukban más emberek jogai érvényesítésének fontosságára, hangsúlyozva, hogy a “sérülékeny csoportok számára védelmet kell biztosítani”. És ha már az LMBTQ-jogok napirenden vannak, az abortuszhoz való jog vastagon aláhúzása sem maradhat el egy alapjogokról szóló értekezésből. Ezért a jelentés azt is tartalmazza, hogy a nőknek az Európai Parlament állásfoglalása szerint joga van a szabad szexuális élethez és a szabad terhességmegszakításhoz. Vélhetően így intézményesítik uniós szinten a lengyel abortusztörvény szigorítása irányába mutató intézkedések elutasítását.",8,4,880,pestisracok,"In particular, they violate restrictions on the right of assembly and freedom of the press, the signs of which are recognised in several Member States. They also called on Member States to refrain from adopting legislation restricting freedom of assembly. In the report, of course, the importance of enforcing other people's rights in their sexual identities, stressing that 'vulnerable groups' must be protected. And once LGBTQ rights are on the agenda, a thick underline of the right to abortion cannot be missed in a thesis on fundamental rights. Therefore, the report also states that women, according to the European Parliament's resolution, have the right to free sexual life and to free abortion. It is likely that the rejection of measures aimed at tightening the Polish abortion law will be institutionalised at EU level."
“sérülékeny csoportok számára védelmet kell biztosítani”.,9,4,57,pestisracok,'protection must be provided for vulnerable groups'.
"a jelentés azt is tartalmazza, hogy a nőknek az Európai Parlament állásfoglalása szerint joga van a szabad szexuális élethez és a szabad terhességmegszakításhoz.",10,4,161,pestisracok,"the report also states that women, according to the European Parliament's resolution, have the right to free sexual life and to free abortion."
"A lengyel abortuszügyre külön ki is tér az állásfoglalás: kijelentik, hogy az abortusz de facto betiltása nők életét sodorja veszélybe. Kimondják, hogy a korlátozó abortusztörvények sértik a nők emberi jogait. A reprodukciós egészségügyi szolgáltatásokhoz való, időben történő hozzáférés, és a nők reprodukciós autonómiájának és döntéshozatalának tiszteletben tartása alapvető fontosságúak a nők emberi jogainak és a nemek közötti egyenlőségnek a védelme szempontjából. Az uniós intézményeket és a tagállamokat pedig jogszabály kötelezi ezen alapvető jogok fenntartására és védelmére. Épp ezért már megint a 7-es cikkely szerinti eljárással fenyegetik Lengyelországot, és kiállásukról biztosították a lengyel nőket és az LGBTI+ embereket, “akik az egészségügyi kockázatok ellenére az utcákra vonultak, hogy tiltakozzanak alapvető szabadságaik és jogaik súlyos korlátozásai ellen”.",11,4,880,pestisracok,"The Polish abortion issue is specifically covered by the resolution: it is stated that the de facto ban abortion puts women's lives at risk. They state that restrictive abortion laws violate women's human rights. Timely access to reproductive health services and respect for women's reproductive autonomy and decision-making are essential for the protection of women's human rights and gender equality. EU institutions and Member States are legally bound to maintain and protect these fundamental rights. For this reason, they once again threaten Poland with the Article 7 procedure, and they assured Polish women and LGBTI+ people of their stand, 'who, despite the health risks, have gone out into the streets to protest against serious restrictions on their fundamental freedoms and rights'."
"Épp ezért már megint a 7-es cikkely szerinti eljárással fenyegetik Lengyelországot, és kiállásukról biztosították a lengyel nőket és az LGBTI+ embereket, “akik az egészségügyi kockázatok ellenére az utcákra vonultak, hogy tiltakozzanak alapvető szabadságaik és jogaik súlyos korlátozásai ellen”.",12,4,295,pestisracok,"For this reason, they once again threaten Poland with the Article 7 procedure, and they assured Polish women and LGBTI+ people of their stand, 'who, despite the health risks, have gone out into the streets to protest against serious restrictions on their fundamental freedoms and rights'."
